,SquareFootage,NumBathrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,PreviousSalePrice
3082,1085.16,1.07242002,483.46,69.14,3.71,14.44,46.72,99.9,1.41,7.24,5.65,137424.6493
3083,807.11,3.421309922,134.11,26.15,9.07,33.18,0.22,95.84,1.11,6.44,4.19,372907.4637
3084,1082.1,1.728196092,249.98,19.5,6.4,35.97,25.34,90.32,1.79,5.15,5.65,123306.3616
3085,872.51,1.546485948,763.07,50.3,5.26,57.23,20.9,96.13,1.92,2.15,4.51,25325.59878
3086,627.78,1.488729198,219.09,5.84,7.57,12.27,18.14,94.47,1.46,5.37,5.75,216202.937
3087,550.0,2.169073686,125.81,40.41,4.29,75.29,38.35,82.58,2.29,2.28,8.68,28130.53883
3088,550.0,1.146577118,952.15,51.97,6.99,14.32,9.84,92.79,1.21,6.16,8.0,190866.0411
3089,1136.53,1.123224629,29.91,52.44,4.26,68.95,10.64,93.94,1.37,4.57,8.59,161395.8146
3090,707.61,2.216018434,560.06,35.34,6.69,39.35,14.82,87.85,1.08,4.77,4.12,191763.5425
3091,1592.1,1.884257528,134.74,55.69,8.92,14.77,12.04,92.38,1.86,4.14,8.43,234709.9372
3092,742.07,1.0,865.78,43.01,4.24,61.23,50.05,96.97,1.62,2.85,7.17,26011.84819
3093,1211.19,1.0,391.27,50.28,8.29,6.11,19.9,90.83,1.46,3.67,9.48,280437.8951
3094,550.0,2.611916545,290.28,17.7,5.14,5.79,16.49,89.02,1.02,3.71,10.0,81668.28711
3095,906.34,3.277387326,344.42,33.35,5.86,80.36,19.6,99.06,1.33,8.19,3.9,190107.0557
3096,550.0,1.0,347.77,56.08,8.13,76.54,40.98,88.46,1.55,1.01,4.62,65943.93666
3097,612.75,1.0,361.9,21.8,4.95,88.59,10.54,91.56,1.77,1.86,4.62,54109.40558
3098,550.0,1.610757844,215.85,3.22,8.24,97.64,13.24,99.9,2.1,5.31,2.26,196078.8296
3099,1127.92,2.834585205,586.47,28.67,7.02,4.5,45.03,92.94,1.58,6.58,7.72,272396.5937
3100,550.0,2.546740192,402.61,63.25,4.53,119.05,37.86,93.91,2.15,4.29,7.06,121914.7166
3101,618.1,2.254378747,698.28,17.55,6.4,114.43,37.75,99.9,2.01,6.15,7.18,168069.2967
3102,726.25,2.638326541,356.7,23.36,6.42,40.62,15.59,75.67,0.99,5.0,2.16,80249.68749
3103,992.13,1.385731215,387.39,33.73,2.56,149.37,32.62,92.98,1.38,2.12,5.46,121533.3455
3104,1413.7,1.964024489,148.98,18.53,6.3,106.46,2.74,99.8,2.15,4.34,0.98,275282.2881
3105,860.54,2.367229102,525.04,23.29,5.81,123.1,21.53,96.77,1.6,4.7,8.28,191561.7763
3106,550.0,1.0,743.46,49.68,5.07,50.21,24.7,96.97,0.73,5.09,5.09,93880.29821
3107,550.0,1.924803598,182.65,19.69,2.83,113.37,37.74,99.9,0.78,2.75,3.13,198064.7471
3108,550.0,1.062691213,149.27,37.61,6.78,62.67,48.44,90.93,1.92,3.76,2.61,12445.22934
3109,550.0,2.213929011,89.67,44.39,4.13,43.52,6.08,93.45,2.04,0.17,2.95,112890.4314
3110,1060.34,1.20567534,256.31,52.23,6.18,55.53,11.38,86.27,1.25,4.38,4.89,83017.64775
3111,550.0,2.136819373,214.34,62.61,7.34,29.44,19.47,99.72,2.16,5.9,5.83,119891.759
3112,990.97,1.0,209.96,62.61,4.36,83.92,22.58,87.71,1.91,4.62,7.22,197311.5545
3113,762.27,2.143419262,545.06,27.68,5.38,60.25,20.37,86.13,1.73,2.62,7.8,134129.1809
3114,575.16,2.295370006,829.79,42.17,5.74,61.99,22.33,94.51,1.44,4.03,0.2,168791.315
3115,967.51,1.841319858,204.59,22.47,9.66,0.53,20.39,98.13,2.35,6.57,8.55,119207.6603
3116,550.0,1.0,526.23,11.2,6.85,22.15,10.06,90.13,1.88,2.57,4.23,67054.17879
3117,835.59,1.316206099,364.12,13.86,6.89,30.44,32.87,95.52,1.31,4.75,3.82,38805.6409
3118,550.0,1.635596376,28.14,56.27,5.93,32.37,27.74,95.6,1.78,5.31,3.33,299134.3627
3119,557.97,1.939237537,214.17,13.79,6.14,112.75,7.06,92.91,2.3,6.31,5.77,150855.3204
3120,1053.75,1.682396976,357.8,30.95,8.41,105.75,22.85,96.03,1.23,5.08,8.61,200795.7525
3121,550.0,2.297351344,467.4,6.44,7.16,72.96,16.13,91.98,1.49,3.61,10.0,5228.463946
3122,1094.63,1.183750615,1085.71,54.08,3.78,52.65,14.2,92.44,1.52,4.26,4.69,233459.4487
3123,1460.2,1.195630783,606.25,57.54,6.4,56.09,26.73,88.29,1.95,3.18,9.05,176420.5461
3124,1856.18,3.158665922,552.05,7.26,5.63,22.68,7.81,99.04,1.25,7.56,4.89,321859.3512
3125,828.83,2.270852329,65.86,39.8,3.09,1.69,31.84,92.15,1.15,4.78,1.58,93677.63653
3126,603.44,1.0,669.58,32.85,7.61,27.16,21.44,99.9,0.63,6.41,7.9,76129.12326
3127,1006.78,1.0,585.0,9.14,3.07,1.5,11.13,85.72,1.17,2.12,4.75,119529.484
3128,932.47,1.0,48.82,38.88,5.0,35.65,39.16,92.36,1.15,4.62,7.06,339470.2015
3129,873.9,1.853306629,232.09,41.15,4.96,56.28,37.71,87.92,2.37,1.52,1.66,134559.8973
3130,771.94,1.0,251.07,46.25,5.66,47.86,9.99,91.96,1.31,1.89,7.19,164870.3723
3131,818.16,2.2126038,652.94,16.28,7.61,12.9,20.93,95.68,0.94,5.73,7.88,212660.6431
3132,1480.25,1.0,104.53,20.92,8.57,58.01,7.37,92.3,1.26,2.73,4.16,245710.0525
3133,1168.53,1.704767672,723.13,46.7,5.65,59.15,16.33,99.9,1.18,1.96,1.9,130076.8798
3134,676.73,1.543180965,51.05,31.93,3.82,88.68,27.47,90.24,1.46,3.45,2.5,69362.60978
3135,879.37,1.0,738.28,3.07,9.59,37.04,18.6,98.33,2.35,4.42,7.18,232184.4505
3136,550.0,1.0,322.67,22.88,7.85,50.0,21.17,92.84,2.62,5.23,4.09,117863.8929
3137,614.91,1.757373742,782.71,63.76,7.68,22.15,15.01,99.9,1.88,3.92,4.27,142189.9214
3138,550.0,1.0,430.55,39.64,4.95,57.27,16.27,84.3,1.66,4.88,1.63,74580.13877
3139,1504.11,1.0,175.54,20.0,7.1,35.8,36.01,96.69,0.8,1.3,3.06,19393.29249
3140,550.0,1.0,231.56,62.76,7.37,25.23,23.98,99.9,0.96,3.04,2.51,67556.18777
3141,550.0,1.055519184,712.54,5.47,5.73,18.44,10.86,95.68,1.2,3.05,8.81,9325.027649
3142,1068.57,2.315923079,310.47,17.17,8.0,32.5,15.93,94.22,1.59,7.35,4.82,199402.5745
3143,1199.58,1.358450654,352.55,66.7,7.25,126.89,7.97,90.84,1.85,1.44,6.79,22365.90332
3144,550.0,1.0,447.05,34.96,6.18,2.39,4.72,83.56,1.25,0.9,1.5,74706.66901
3145,726.54,2.115998555,547.76,32.81,7.43,26.82,31.74,95.99,1.78,2.59,5.46,137627.9615
3146,1019.02,2.11975362,715.25,33.37,7.01,58.16,50.13,83.17,0.83,2.05,5.8,110514.3142
3147,586.53,1.026596463,880.07,2.47,5.54,81.83,16.9,99.9,1.67,3.45,0.59,105267.2963
3148,1004.05,2.900746272,412.04,16.66,6.11,14.03,1.58,99.9,1.25,4.07,3.72,176727.475
3149,712.07,1.246323881,682.1,40.81,2.81,69.29,20.17,86.59,2.22,0.81,1.57,209713.4368
3150,925.34,1.018620531,789.6,42.58,6.9,24.8,15.1,95.45,2.12,5.03,4.59,77768.09868
3151,1226.69,1.727044024,341.57,39.68,7.54,7.97,3.07,99.46,2.22,2.2,6.14,298820.3115
3152,682.98,2.783761966,1013.88,33.14,6.62,72.61,5.57,89.49,1.29,5.18,8.5,193860.7647
3153,668.91,1.827757647,701.99,30.27,5.92,43.74,31.11,99.9,1.52,3.18,6.69,9386.799631
3154,683.19,1.0,293.02,30.63,7.86,59.58,23.7,97.63,0.49,6.01,3.56,318268.9499
3155,799.4,1.624150563,458.46,0.65,6.07,81.22,23.08,92.83,0.57,2.7,7.0,221503.7505
3156,568.77,1.537050762,58.05,75.0,4.49,0.02,6.3,87.0,1.9,4.77,5.77,166080.2134
3157,588.65,4.046911078,577.26,24.47,7.4,53.95,12.29,87.31,1.53,5.03,5.19,363555.3124
3158,1459.44,1.0,807.54,23.28,5.93,23.63,14.21,89.43,1.7,4.8,3.2,402405.7518
3159,1243.54,1.295624367,511.24,53.02,8.04,38.65,11.35,99.69,1.34,3.32,9.98,193862.9096
3160,550.0,1.175114239,652.12,17.89,7.24,85.32,42.83,85.78,2.44,5.33,3.55,83060.39447
3161,550.0,1.0,482.35,49.75,8.49,7.33,24.96,89.01,0.59,6.2,4.02,187364.1829
3162,550.0,2.200440934,477.41,33.41,7.98,55.01,18.13,97.72,0.73,2.38,3.81,54162.40591
3163,561.16,1.0,497.27,35.22,10.0,1.21,34.8,88.3,1.2,6.41,9.19,357658.254
3164,1109.85,1.900579874,265.66,21.7,6.72,46.62,8.9,94.68,0.92,6.63,4.65,188736.5767
3165,1253.45,1.500422648,670.26,21.08,7.39,108.57,17.58,96.23,1.48,4.83,4.26,142577.3832
3166,1198.92,1.0,376.65,0.89,2.47,17.51,23.58,94.6,0.71,3.18,2.15,82753.07652
3167,938.02,1.0,130.91,22.04,7.07,19.66,23.46,94.91,1.66,4.66,4.07,112062.5659
3168,1083.87,3.084012401,156.66,25.99,9.39,27.67,17.99,95.43,0.91,7.3,5.83,321002.4028
3169,671.51,1.0,325.08,31.88,4.82,15.21,13.73,95.14,1.55,1.3,3.2,12513.75577
3170,693.49,1.0,558.93,52.08,3.57,21.29,22.61,92.49,2.68,4.09,1.83,144311.6148
3171,1408.17,1.0,104.69,51.51,6.75,11.51,0.21,99.67,2.08,7.21,3.43,153802.9374
3172,767.36,1.0,546.27,20.76,8.83,14.49,0.86,86.1,1.71,6.18,9.38,174388.173
3173,1327.5,1.585333637,379.51,35.7,8.7,1.48,10.82,99.9,1.45,4.96,0.9,224234.871
3174,683.26,1.424292051,584.54,37.97,5.04,61.99,8.29,91.95,0.57,2.1,4.03,74144.29576
3175,586.27,1.0,468.91,18.49,8.54,33.13,39.04,94.06,1.59,5.77,1.61,145373.9594
3176,629.33,1.0,759.14,23.45,3.74,17.65,45.29,89.29,2.37,3.51,8.59,140266.7015
3177,550.0,2.267335366,183.94,37.1,6.95,67.96,41.71,99.9,1.93,2.44,10.0,155731.237
3178,550.0,1.618054583,205.89,22.5,4.98,51.13,18.35,92.24,0.22,0.34,0.72,158123.3829
3179,759.96,4.326870364,576.92,19.22,2.38,48.31,17.47,91.24,1.8,2.62,4.61,164798.1988
3180,687.13,1.400446619,439.45,5.77,5.47,17.68,7.31,89.79,1.61,3.46,7.72,178633.0214
3181,607.97,1.335726763,1038.68,5.38,7.19,15.06,1.98,95.96,1.62,5.7,5.23,263677.9399
3182,965.55,3.013962059,497.96,9.24,7.82,35.47,22.46,99.43,1.0,4.4,3.91,266008.3669
3183,550.0,1.849537848,310.34,27.04,3.38,50.77,31.43,92.0,2.1,6.38,8.3,18197.85811
3184,550.0,1.893325297,617.07,57.36,7.97,61.35,21.62,95.78,1.66,4.01,10.0,249769.3938
3185,550.0,3.126635075,854.8,47.34,4.73,14.06,0.1,94.07,2.51,4.58,6.05,9687.4976
3186,550.0,1.289955978,189.21,40.61,4.41,72.05,30.93,91.91,1.9,1.86,4.72,54355.99297
3187,550.0,1.082281672,508.93,56.96,5.59,54.31,13.85,99.9,2.58,3.8,0.79,78899.89327
3188,647.66,2.903394687,367.76,4.44,8.68,19.34,19.02,98.24,0.74,4.44,5.52,118643.5641
3189,550.0,1.0,189.61,52.14,5.46,109.39,44.97,92.3,1.3,3.77,8.38,119853.3768
3190,1662.26,1.0,397.11,39.39,7.78,83.02,29.95,96.45,1.47,6.4,7.5,162894.7123
3191,675.68,1.0,345.13,13.41,5.07,87.16,14.24,90.07,1.6,3.42,3.86,96778.96605
3192,550.0,2.072036298,567.83,47.71,7.01,87.98,14.47,95.14,1.64,6.15,6.16,187908.5068
3193,550.0,1.295570261,977.1,75.51,5.51,5.05,11.81,94.83,1.72,1.89,9.07,101742.5656
3194,550.0,1.0,245.38,12.0,6.75,45.91,18.71,83.68,2.05,0.86,9.59,19465.29387
3195,798.52,2.007352347,402.75,39.07,6.45,77.18,2.67,88.7,1.8,4.2,4.37,154060.5359
3196,550.0,1.475696457,40.9,37.83,7.17,71.38,29.67,91.63,1.99,3.67,9.75,91576.34151
3197,1450.43,1.0,892.14,25.04,6.95,2.39,9.53,96.16,1.28,5.12,2.1,148084.1292
3198,550.0,1.0,256.67,8.54,6.15,142.26,7.9,98.6,0.61,3.96,6.45,134818.6463
3199,550.0,1.969694959,710.67,45.21,9.26,45.91,31.41,81.17,2.07,4.53,4.21,248829.5324
3200,1283.06,1.578836827,108.24,51.64,8.06,50.41,5.6,91.4,1.94,4.63,5.25,255199.7603
3201,550.0,2.050944042,448.08,20.53,2.96,47.05,14.87,96.44,1.84,2.83,7.88,125433.4053
3202,1056.4,2.551037108,474.16,44.32,5.34,97.05,27.43,93.99,1.32,5.81,9.35,333841.0811
3203,550.0,2.696962723,31.81,42.39,6.41,131.09,11.39,99.9,1.04,6.42,5.01,253004.762
3204,550.0,1.0,316.28,32.55,4.56,58.96,26.33,91.82,1.5,2.32,3.94,32505.21158
3205,909.84,1.200647068,207.15,73.54,5.34,91.54,24.16,94.42,1.29,4.03,2.02,63020.29509
3206,550.0,1.755986389,458.77,28.06,6.39,131.75,35.61,86.7,1.78,4.82,4.24,189470.2825
3207,846.6,1.993574404,475.88,9.77,7.36,85.61,17.11,98.38,1.89,2.97,8.39,181594.9127
3208,550.0,1.0,744.78,23.32,4.63,48.56,18.28,92.56,0.91,3.81,3.1,52119.36358
3209,782.04,2.24091868,463.51,52.54,6.15,24.74,32.58,99.9,2.05,4.05,1.38,117991.0048
3210,550.0,2.193446985,13.99,4.24,7.88,14.05,35.29,93.91,1.51,3.39,6.62,60408.39275
3211,1006.91,2.123836205,850.51,44.09,6.59,29.67,22.23,97.67,1.73,5.44,5.59,104903.9468
3212,550.0,2.259059918,710.52,43.63,5.04,67.01,27.19,85.83,1.05,0.84,0.17,122271.0407
3213,550.0,2.998706867,1008.69,2.44,7.29,18.18,8.28,93.09,2.42,6.64,6.92,300413.5599
3214,595.93,1.463754412,337.24,53.86,3.47,64.66,12.68,90.4,1.91,2.36,1.17,41148.38872
3215,550.0,1.098212074,678.37,2.88,9.72,66.75,46.7,97.92,1.15,6.01,9.6,60396.85087
3216,550.0,1.895133109,135.79,36.96,7.56,27.28,15.68,82.09,0.87,1.11,3.62,126671.0039
3217,723.76,1.291598875,503.45,20.68,7.61,35.17,2.55,85.87,1.27,3.4,5.6,110151.335
3218,550.0,3.3251668,1035.56,32.58,6.41,99.66,21.06,88.13,1.33,2.88,5.44,214999.4691
3219,919.36,2.622515074,584.2,7.15,5.43,23.44,2.48,91.28,1.44,5.82,6.39,148379.2319
3220,1398.37,2.080553313,865.6,28.5,5.63,30.62,11.06,89.5,2.17,3.47,0.05,73909.96068
3221,550.0,1.362745346,189.21,36.8,5.29,24.34,8.64,86.38,2.33,3.88,8.86,83277.7123
3222,550.0,1.0,383.09,21.53,3.68,60.41,10.2,96.3,2.18,3.21,7.66,41672.59779
3223,769.22,2.062418033,253.26,16.83,3.95,75.27,18.98,86.2,2.28,2.5,4.73,200613.204
3224,550.0,2.019821314,761.48,14.72,5.14,10.69,46.74,94.01,1.38,6.49,6.99,149272.1084
3225,795.85,1.0,470.16,44.62,5.19,52.44,21.81,98.08,1.16,5.76,4.8,227924.5633
3226,958.52,2.017326609,856.39,36.15,4.32,16.04,16.98,87.6,1.49,3.02,6.65,35478.01804
3227,818.79,1.0,897.01,7.0,9.72,67.91,29.5,99.9,1.35,8.61,4.37,272647.8402
3228,550.0,1.0,1129.59,33.31,4.53,145.51,40.53,92.32,1.35,3.27,4.04,118040.6465
3229,1110.08,1.662208695,856.25,32.27,6.53,23.23,6.64,96.21,2.09,3.68,1.5,259626.2449
3230,712.47,1.989688885,505.03,39.42,7.62,68.85,20.97,96.19,2.02,6.67,8.51,137793.5529
3231,746.57,3.584063214,545.5,26.32,7.52,95.02,8.89,94.39,1.24,3.48,7.68,201892.6273
3232,678.96,1.69632144,359.9,11.45,5.97,6.65,4.07,86.27,1.79,3.83,8.46,306358.7502
3233,1078.68,1.0,318.63,46.54,5.5,46.9,14.24,91.13,1.6,3.98,2.51,123213.8792
3234,763.62,1.0,307.43,25.33,4.21,49.32,34.84,93.57,1.37,1.19,6.99,25249.89958
3235,1209.01,2.51544318,467.9,12.94,7.17,4.93,7.97,88.04,1.08,4.59,8.25,272168.7346
3236,1244.67,1.0,439.03,47.68,4.96,159.26,3.92,96.5,2.25,3.56,4.97,202977.2281
3237,550.0,1.0,196.71,39.53,1.42,83.06,3.15,96.03,1.44,5.45,2.58,87667.44339
3238,1001.99,1.428723662,330.1,46.19,9.0,51.02,35.5,92.81,1.7,4.6,2.93,145924.0677
3239,1285.27,1.0,464.33,6.6,6.06,94.56,3.53,93.27,0.94,4.45,6.4,110194.4491
3240,870.25,1.958609398,803.11,15.34,7.89,3.87,47.15,90.14,1.63,5.57,5.79,60874.13877
3241,796.53,1.0,591.0,59.31,7.19,33.72,39.29,99.9,1.01,6.62,10.0,310892.5964
3242,793.3,1.107599503,648.22,16.36,7.77,47.64,11.15,96.1,1.18,5.33,7.52,118936.4125
3243,550.0,1.0,863.66,58.14,4.39,30.08,4.38,88.21,1.27,5.63,4.83,106239.4386
3244,594.66,1.0,605.78,56.4,6.96,92.24,4.3,84.09,1.79,5.04,0.08,19370.21201
3245,974.8,1.940053172,278.95,10.78,4.9,54.53,7.22,99.9,1.59,4.99,7.0,202602.2106
3246,1313.81,1.378630849,587.36,47.02,5.35,45.43,25.64,92.97,1.31,4.63,6.3,264548.7689
3247,550.0,3.317364317,290.39,63.27,9.06,14.88,15.72,99.9,0.96,6.26,10.0,385958.6291
3248,1648.57,1.0,731.02,13.05,7.26,19.15,15.39,92.84,1.72,7.32,3.59,67865.64599
3249,593.12,2.338564559,205.52,48.09,3.95,15.01,9.78,97.62,0.93,6.59,3.07,114717.0433
3250,550.0,1.259907135,698.45,39.15,5.69,11.49,19.14,93.33,1.13,2.68,8.52,50795.8391
3251,550.0,1.0,386.65,30.29,5.79,72.37,7.23,89.08,1.71,2.31,6.6,104981.7029
3252,550.0,1.412519381,192.55,38.99,4.45,4.14,14.66,89.59,2.05,2.88,1.05,18594.11157
3253,978.37,2.560284515,680.76,34.85,7.81,74.67,17.86,88.36,0.78,5.06,6.51,158788.2107
3254,608.77,1.0,127.34,35.08,7.0,121.15,18.79,99.64,1.13,1.56,5.17,118556.9142
3255,1166.68,1.972668539,754.17,46.65,4.42,65.09,33.9,95.58,1.85,5.15,9.89,216760.1374
3256,1623.34,1.49418135,154.85,33.47,7.04,83.11,0.22,87.8,1.44,6.08,3.01,100756.6599
3257,550.0,1.612192691,375.04,3.77,3.82,93.77,38.86,99.9,1.79,1.3,10.0,3846.07159
3258,592.47,2.842441193,319.47,11.41,8.63,55.66,2.16,99.9,1.65,6.67,10.0,74176.68982
3259,550.0,1.934438572,681.93,36.97,3.44,58.92,14.48,89.48,1.67,2.9,2.6,31251.84663
3260,1253.07,1.0,719.02,17.68,9.58,11.86,4.32,98.35,1.57,6.18,6.57,207339.0434
3261,631.39,1.203684543,692.86,9.73,5.88,83.85,22.67,88.35,1.33,5.85,6.7,149812.0795
3262,563.33,1.132005717,268.21,6.64,9.06,35.55,7.76,96.47,1.86,5.48,3.33,3013.856578
3263,1091.89,1.045641777,1184.02,32.95,6.19,25.63,36.43,99.9,1.6,5.96,7.42,5453.84147
3264,1408.2,1.659656286,423.3,29.15,7.67,82.0,26.7,87.06,1.78,6.53,3.56,289204.4057
3265,1128.16,1.884015252,931.8,26.82,8.07,14.14,15.49,96.98,1.16,5.1,6.17,279164.2982
3266,993.92,1.992555891,215.54,21.52,5.29,14.32,21.83,97.64,1.46,2.58,4.52,157893.7129
3267,780.1,1.535420321,377.87,26.5,5.7,82.74,20.45,95.07,1.65,4.18,1.41,63241.78007
3268,1092.1,3.796954884,671.69,36.74,7.43,8.79,25.3,99.9,0.97,5.1,0.18,322533.4323
3269,1206.48,1.0,693.8,15.44,4.41,111.5,26.6,85.63,2.12,3.8,5.77,165545.7051
3270,1431.8,1.0,487.22,56.36,7.24,38.63,12.03,94.78,0.32,5.21,7.34,391749.8072
3271,550.0,1.856617399,57.78,40.94,4.06,83.37,21.25,98.4,2.62,4.81,10.0,46487.12136
3272,1007.21,1.0,363.11,5.86,7.0,48.97,4.91,98.59,1.48,5.77,4.97,42440.63879
3273,1007.38,1.0,654.26,13.5,7.08,49.01,20.5,91.54,1.84,4.8,6.32,179682.4956
3274,1066.43,1.0,578.71,48.55,6.71,57.38,16.85,86.07,2.32,2.45,5.48,36725.76831
3275,1027.26,1.0,714.71,32.25,5.01,6.05,20.45,99.9,2.62,3.25,5.79,17712.26144
3276,1026.14,1.567010272,734.29,25.87,7.87,52.25,15.83,90.13,0.7,2.93,2.56,78687.65144
3277,684.2,1.0,625.16,32.37,7.66,10.43,19.72,93.44,1.44,4.83,4.38,225637.9041
3278,550.0,1.358398068,586.88,30.55,6.67,75.73,17.87,92.51,1.62,5.33,4.5,17427.83396
3279,1125.46,1.465474098,1066.76,70.03,5.99,16.53,20.3,90.88,1.76,4.79,6.16,186518.3622
3280,870.2,1.0,287.22,37.28,6.23,104.82,25.96,92.34,1.79,6.87,7.61,134464.5999
3281,1017.07,2.144741839,789.29,59.74,9.47,48.95,40.93,97.57,1.95,4.49,3.2,267968.3579
3282,984.42,2.626289909,840.14,32.25,8.22,24.77,2.63,95.54,1.68,4.89,1.37,107257.1052
3283,933.56,1.511792269,825.34,27.18,3.15,114.33,34.12,93.2,0.57,1.46,7.06,220658.8713
3284,550.0,1.425486945,528.78,11.76,6.01,24.05,33.89,95.02,1.98,2.05,6.49,88166.13526
3285,606.65,2.994621827,22.75,70.74,6.52,13.53,17.01,99.9,2.01,5.61,9.97,133394.0393
3286,1578.36,1.875565541,25.03,68.22,6.01,66.93,0.38,88.98,1.79,6.97,6.68,140307.0887
3287,1027.78,3.28220465,633.18,50.39,7.18,13.77,25.42,88.62,2.29,7.73,1.39,353128.1385
3288,550.0,1.388247951,91.68,15.9,8.78,43.98,8.52,89.22,1.28,5.18,8.91,25056.4625
3289,1243.17,1.919375728,565.05,17.25,7.33,34.94,15.37,93.02,1.51,5.32,7.57,73250.96852
3290,1012.98,1.0,78.91,24.08,6.34,56.22,44.14,99.9,1.67,1.69,6.17,92394.74314
3291,1094.17,1.449616869,865.94,13.97,6.3,25.27,21.59,95.55,1.64,5.15,1.82,155899.0034
3292,1795.33,1.0,644.33,55.56,6.73,79.78,33.87,92.93,1.27,4.96,5.26,212431.6387
3293,724.17,2.640260463,65.14,31.06,4.56,55.72,24.72,86.71,1.77,0.62,10.0,112968.0944
3294,866.92,2.333235281,490.14,28.7,5.24,29.55,7.82,83.79,2.1,5.62,7.82,125056.847
3295,550.0,3.444750099,684.38,7.08,2.69,6.45,22.31,93.99,1.82,3.39,4.51,255620.0213
3296,550.0,1.906439286,696.05,26.2,7.99,49.63,38.01,95.69,1.36,4.55,1.54,278770.7854
3297,550.0,1.223181829,430.67,30.91,7.17,71.45,23.98,96.57,1.84,6.4,9.03,150534.813
3298,769.45,3.163201336,89.63,30.9,3.44,44.19,18.28,99.09,2.44,5.54,2.16,269591.7671
3299,1184.55,1.892694014,413.01,14.94,5.43,28.05,46.05,97.5,1.44,4.3,8.59,271209.3783
3300,550.0,1.848020846,393.39,15.7,6.19,43.49,24.47,91.75,1.22,3.08,4.85,115069.9756
3301,1355.66,4.092086614,213.57,38.9,4.07,64.93,18.11,91.99,1.26,4.17,7.49,90486.23136
3302,962.64,1.434845642,204.86,52.53,7.81,25.58,23.94,99.9,2.08,1.49,6.26,69976.88817
3303,908.8,2.885796898,917.38,34.59,7.03,41.25,17.36,95.62,1.22,8.09,5.32,387685.7869
3304,550.0,2.04827679,546.45,27.57,5.29,45.95,17.76,99.1,2.07,3.44,2.31,79582.8815
3305,550.0,1.856679265,113.42,34.42,6.39,16.15,16.07,94.11,1.24,2.75,4.9,129957.5696
3306,550.0,2.49519446,373.21,28.5,5.24,6.41,9.32,97.58,1.26,2.34,0.93,-3498.926915
3307,1352.52,2.186410496,459.03,48.95,7.32,21.52,20.02,99.9,1.64,7.94,3.39,194836.3861
3308,858.03,1.136053684,633.21,25.54,6.49,82.14,45.22,97.67,1.36,7.56,2.57,15339.11896
3309,550.0,2.52254682,760.75,42.44,3.19,26.35,32.58,95.71,1.93,2.35,7.79,130597.5884
3310,620.11,1.0,192.09,24.03,6.3,92.6,29.23,96.27,2.51,0.75,6.18,14381.7207
3311,949.75,1.827098987,327.0,56.33,3.19,40.14,0.08,97.66,1.25,1.83,10.0,40113.49891
3312,672.15,1.0,570.18,50.53,6.77,9.54,23.8,94.41,2.07,5.96,5.89,43939.85528
3313,550.0,2.367256464,824.43,9.24,7.53,43.91,15.25,99.9,1.72,7.5,2.67,88790.56338
3314,714.95,1.865325935,437.41,17.09,5.54,26.98,4.86,94.73,1.77,0.87,3.63,35651.44806
3315,550.0,2.380150571,671.47,22.13,6.19,40.23,26.41,91.59,0.66,5.24,9.58,95894.25659
3316,690.87,1.38590819,313.82,36.82,5.43,149.3,16.13,94.36,1.14,3.01,4.76,83084.07948
3317,1520.66,1.0,390.41,23.12,6.35,79.46,18.0,99.9,0.89,3.9,5.93,127095.5939
3318,1373.24,1.063691804,249.93,18.73,6.72,91.75,18.44,86.42,2.07,2.22,8.29,52565.89728
3319,1102.88,1.380191579,1004.95,35.8,10.0,56.78,49.5,99.9,0.49,8.05,7.54,308624.2637
3320,550.0,1.796173542,492.41,8.63,7.28,96.15,24.97,93.85,2.26,2.01,4.59,44826.26429
3321,960.58,1.0,272.94,21.26,4.81,84.02,18.42,94.85,0.49,0.58,1.8,205277.1084
3322,1151.89,1.0,782.58,70.69,3.03,63.99,22.19,94.01,1.02,3.27,2.47,113773.1377
3323,1206.92,1.187160437,375.51,55.98,5.92,74.22,30.96,95.25,1.89,5.1,5.38,298070.6951
3324,1964.4,1.0,929.31,46.62,5.14,84.11,4.72,88.14,1.16,5.17,1.32,221933.8457
3325,922.14,2.201287453,498.24,36.83,4.23,50.06,18.08,88.56,1.36,5.89,3.86,177938.6605
3326,1359.73,2.713605861,831.67,54.02,7.61,48.42,9.9,84.85,2.19,2.84,9.84,167078.6188
3327,806.19,1.0,988.98,43.81,4.96,31.01,22.54,99.9,1.69,2.98,3.7,124544.9974
3328,642.36,1.348362691,505.06,23.25,8.04,9.28,11.26,96.05,1.76,3.45,10.0,132672.1313
3329,1115.97,1.923727113,443.06,20.35,7.28,48.01,28.38,93.12,3.15,4.01,3.06,518092.7938
3330,703.01,1.184302318,590.18,25.89,5.5,84.44,19.2,96.23,2.33,3.75,0.89,37976.96799
3331,550.0,2.422100307,135.95,44.81,9.12,40.94,36.28,99.9,2.07,7.08,5.76,240064.9977
3332,550.0,2.208911797,609.16,16.42,5.99,98.03,21.73,99.9,2.1,4.94,5.39,82818.77743
3333,883.04,1.652480772,259.69,3.7,7.01,19.15,9.32,96.06,2.02,3.27,4.51,184228.5993
3334,876.01,3.898355928,255.08,7.12,8.2,59.58,1.6,99.9,1.48,7.93,7.25,403239.3194
