IsLuxury,SquareFootage,NumBathrooms,CrimeRate,SchoolRating,RenovationQuality,LocalAmenities,DistanceToCityCenter,Garage_Yes
1,1070.65,1.793127728,21.69,4.74,2.26,4.95,44.76,True
0,611.64,2.409814069,25.03,9.22,3.5,7.4,15.21,True
1,994.02,4.489841152,1.48,9.77,7.88,5.04,4.56,False
0,873.9,1.853306629,41.15,4.96,1.52,1.66,37.71,False
1,1056.57,1.833807147,47.38,5.64,6.16,6.62,21.25,True
0,1140.04,2.316666798,71.21,2.91,4.88,5.3,33.23,True
0,1856.18,3.158665922,7.26,5.63,7.56,4.89,7.81,False
0,1038.6,3.326911585,45.01,5.06,4.14,3.36,31.22,True
0,1288.26,3.830761973,13.93,5.67,5.29,3.96,3.88,False
1,1154.31,1.505626795,43.9,8.63,3.73,4.12,21.34,True
0,1351.97,3.332207932,31.68,8.45,5.21,6.19,16.56,True
1,550.0,2.594589674,14.47,7.35,4.26,5.41,4.39,False
0,550.0,1.0,30.58,4.14,3.79,7.99,29.33,False
1,1798.59,1.47975024,27.94,9.22,2.84,8.4,19.22,False
0,550.0,1.916652094,25.31,6.56,4.85,5.78,1.38,False
0,1445.66,1.645937862,45.45,6.39,5.69,6.88,32.65,True
0,550.0,2.524160228,4.43,8.58,6.63,5.61,35.99,False
1,1496.53,1.0,17.41,6.9,5.63,5.41,28.46,False
0,1161.07,1.274587843,19.26,5.71,5.52,9.45,20.06,False
0,1493.56,3.05005447,64.1,3.94,3.94,5.84,14.7,False
0,857.34,3.113162471,37.9,5.13,3.78,2.68,4.34,False
0,796.16,1.0,62.82,6.02,4.46,7.28,31.1,False
0,1060.69,2.635554385,65.99,8.79,2.5,5.97,8.8,True
0,672.15,1.0,50.53,6.77,5.96,5.89,23.8,False
0,1077.59,1.963756545,26.13,7.55,4.7,10.0,2.59,True
0,550.0,2.188481082,15.73,3.92,3.7,1.33,46.02,False
0,550.0,1.0,41.59,7.41,5.63,9.78,34.03,True
0,1066.81,2.186455798,46.27,7.21,6.41,10.0,17.57,False
1,1778.42,3.346100071,13.36,8.57,5.03,1.89,19.37,False
0,1236.63,1.562501373,56.61,8.75,1.35,5.24,23.83,False
1,1071.37,1.455326917,49.99,7.99,6.58,4.18,35.06,False
0,604.96,4.096795035,36.02,6.11,6.45,2.27,2.78,False
0,924.7,1.0,34.02,8.07,3.47,5.94,1.9,False
0,550.0,1.614249279,53.89,5.09,4.34,1.85,26.37,False
1,865.23,2.379634321,21.44,9.01,4.74,5.93,7.5,False
0,826.42,2.507471586,39.7,5.31,2.02,7.64,16.22,False
1,550.0,2.528678424,8.48,7.05,4.12,2.0,6.65,False
1,1173.08,1.370638689,8.1,4.42,5.84,9.62,13.8,False
1,732.21,2.389982559,0.35,6.63,3.02,3.0,19.03,False
1,1085.52,1.177774041,61.43,7.2,3.91,0.32,27.8,False
1,1345.29,2.257312976,46.43,10.0,6.83,10.0,24.45,False
0,550.0,2.279051647,36.28,4.75,3.34,5.02,15.28,True
1,1891.21,1.470098013,11.61,10.0,5.6,4.41,0.36,False
1,550.0,4.155280157,35.58,10.0,4.9,10.0,9.66,True
1,1494.74,2.148945622,3.71,6.85,3.34,1.64,41.28,False
1,591.37,2.029390343,31.45,5.53,4.65,5.43,8.41,False
0,1114.19,1.307240625,18.94,7.94,7.29,7.36,28.67,False
1,1866.75,4.206168344,16.52,8.15,8.57,3.04,2.07,False
1,550.0,2.818082193,39.86,7.99,4.68,10.0,19.81,False
1,1667.96,2.927339375,6.06,10.0,8.27,6.78,0.79,True
1,1064.7,3.333127006,35.88,5.22,4.21,8.19,21.35,False
1,1528.68,1.0,37.26,7.13,3.23,2.22,18.1,False
0,1604.68,1.0,37.45,7.35,6.04,7.36,13.4,False
0,550.0,1.0,30.09,5.88,2.59,5.23,26.36,False
1,1647.58,2.479229465,47.47,7.41,4.81,9.58,4.11,True
1,2398.23,1.954096496,51.98,9.23,6.04,4.72,24.16,True
1,1511.89,3.997280246,20.86,8.16,6.21,7.91,12.15,False
0,1774.66,1.633998293,26.7,7.65,4.79,1.66,7.93,True
1,996.16,2.213232111,35.72,5.36,2.83,1.74,12.22,False
0,830.78,4.100380135,39.53,6.18,3.68,7.87,18.53,False
0,598.27,1.0,81.01,5.3,3.01,2.03,36.49,False
1,602.49,1.275701003,19.38,8.12,2.87,7.7,28.91,True
0,784.7,1.674432488,6.11,2.33,0.46,4.17,13.1,False
1,1395.04,2.424142183,2.21,7.57,7.27,8.22,4.39,False
0,1185.85,3.06422595,49.18,8.07,7.24,6.62,10.85,True
0,749.67,1.58423555,31.52,6.81,3.08,8.58,42.55,False
1,1878.52,1.0,34.68,6.63,5.77,10.0,37.96,False
0,796.53,1.0,59.31,7.19,6.62,10.0,39.29,False
1,1275.35,2.831218179,2.33,6.78,6.42,7.92,15.18,False
1,1477.56,2.958110334,54.42,10.0,10.0,10.0,14.8,True
1,801.85,2.883746245,47.83,7.48,7.94,5.78,16.32,True
1,550.0,1.006369014,3.64,9.17,3.53,8.19,20.6,False
0,796.75,2.080707923,61.69,5.31,3.77,7.31,2.66,True
0,1065.62,1.0,23.96,5.1,5.09,1.35,7.86,False
1,2282.45,2.476883881,47.23,7.87,7.49,5.15,30.9,False
1,1065.64,1.502989955,21.77,6.68,3.12,10.0,3.27,True
1,1218.48,2.123559782,35.24,7.8,5.71,8.36,3.05,False
1,1242.76,3.143951015,70.57,6.81,4.52,2.18,26.88,False
0,798.52,2.007352347,39.07,6.45,4.2,4.37,2.67,False
0,794.96,1.0,62.2,7.12,3.04,4.7,28.83,True
0,550.0,1.480022478,59.07,5.8,3.86,5.42,13.89,True
0,825.43,1.436465832,80.57,7.29,4.89,4.57,11.27,False
0,1069.97,3.006836638,14.14,10.0,7.59,9.64,8.6,True
0,1753.46,1.760012843,56.59,9.12,8.52,3.12,2.78,False
0,1394.28,1.0,59.91,8.2,5.05,7.18,11.89,True
1,934.16,2.107325106,20.65,8.75,5.75,5.98,24.9,False
1,1844.34,3.38019233,21.32,7.21,4.68,10.0,7.37,False
0,1608.94,1.23819827,9.82,9.94,5.9,6.13,15.37,False
0,1295.72,1.749304471,24.92,7.87,5.23,4.48,5.93,False
0,550.0,1.238066639,39.1,3.42,2.65,5.29,37.43,False
1,715.39,1.224027552,59.49,7.81,3.47,7.6,51.46,False
1,1834.29,1.0,21.92,7.35,4.9,9.06,26.31,False
0,645.62,1.173372218,21.4,6.66,4.89,5.54,52.21,False
0,569.26,2.189230206,31.71,6.08,4.44,2.02,19.28,False
0,813.05,1.765101757,27.54,4.04,3.8,10.0,6.99,True
1,1261.09,3.281116906,22.74,6.45,5.48,5.94,23.95,False
1,1637.19,1.0,4.91,10.0,6.94,7.45,5.46,True
0,785.79,2.35816581,29.53,7.7,5.63,6.6,4.07,True
0,603.16,1.0,9.15,6.29,2.21,5.6,7.0,False
0,557.05,3.681960978,24.17,5.54,3.25,1.06,15.74,True
0,1070.9,2.070747279,38.34,4.39,1.96,4.23,4.25,False
1,1256.23,1.597889491,59.45,8.51,7.65,10.0,6.6,False
1,1359.74,4.066257231,11.51,6.75,7.68,9.96,1.83,False
0,917.28,1.0,10.57,5.72,3.27,9.22,36.92,False
0,628.32,1.564672464,3.83,8.35,3.09,4.17,31.04,True
0,1558.41,3.892287571,8.92,10.0,5.98,10.0,14.66,True
0,609.92,1.810292101,1.63,2.53,2.33,2.78,23.45,True
1,1024.61,1.837755412,11.38,6.13,5.59,2.12,25.56,False
0,1420.82,1.0,34.86,5.43,3.51,4.17,21.27,False
0,1199.58,1.358450654,66.7,7.25,1.44,6.79,7.97,False
1,901.0,3.411189375,21.19,10.0,4.62,9.88,19.49,True
0,1352.6,1.638701703,12.81,6.6,4.84,4.49,24.81,True
0,1440.26,2.886889009,22.41,8.61,4.68,0.06,14.68,False
1,1569.6,1.480978978,7.71,8.69,3.38,3.87,27.94,True
1,550.0,2.570700024,55.0,6.83,7.64,9.32,7.44,False
0,852.25,1.0,83.85,3.93,5.26,7.6,22.48,True
1,1293.97,3.228414844,9.43,4.1,4.96,10.0,2.58,False
0,550.0,2.572840609,32.52,5.61,3.87,1.14,4.81,False
0,611.72,2.470582903,39.03,10.0,6.28,5.27,17.74,False
0,1555.22,1.97079536,67.0,4.35,3.75,3.17,22.83,True
1,812.15,3.658329726,16.87,8.83,7.48,8.92,14.0,False
0,550.0,1.682336391,6.92,7.23,2.23,10.0,6.85,True
0,550.0,1.697980915,45.71,7.18,2.91,6.65,13.26,False
1,550.0,1.723417462,27.71,7.85,5.5,10.0,18.65,False
0,909.57,1.705259481,9.5,8.84,5.69,5.56,38.79,True
0,1420.65,3.002882093,25.05,8.02,5.41,7.22,0.55,True
0,1584.32,1.0,5.91,10.0,4.56,7.17,6.41,True
1,1235.19,1.672080951,5.9,5.09,3.43,0.42,27.27,True
0,590.02,2.259278585,77.49,6.14,3.41,1.36,17.97,False
0,1356.3,2.04530581,12.95,8.61,5.14,10.0,0.87,True
1,1526.27,3.669219761,43.73,8.79,6.34,8.42,21.98,True
0,956.85,1.0,8.61,6.14,7.62,9.49,6.85,False
1,1156.5,2.155997995,4.54,7.93,5.93,7.8,6.92,True
1,1779.8,1.511563193,20.99,8.87,6.94,5.67,17.58,True
1,562.23,1.944001875,32.09,7.55,4.3,10.0,2.55,True
0,1594.79,2.863262762,36.53,7.07,7.09,9.31,4.78,False
0,1032.08,1.118297751,21.44,4.86,0.27,0.67,14.57,False
1,1171.54,1.0,22.8,9.08,6.53,10.0,10.98,False
1,1625.51,2.074598464,22.55,8.29,9.46,4.87,21.55,False
0,550.0,1.274580442,34.45,3.71,1.89,7.22,41.96,False
0,550.0,1.278622873,4.79,8.11,1.83,6.9,23.0,False
0,1486.55,1.430571518,25.92,8.14,6.45,6.84,5.74,False
1,623.38,3.330076288,23.81,8.23,5.05,6.98,21.39,False
1,550.0,2.53995782,61.99,8.96,2.62,7.58,22.51,False
0,550.0,2.589423644,64.03,5.18,4.22,6.28,21.01,False
1,1809.95,2.320786626,18.64,8.99,6.26,4.09,15.26,False
0,550.0,1.0,49.68,5.07,5.09,5.09,24.7,True
0,1316.69,1.938191011,36.08,5.08,4.83,5.73,17.24,False
1,1335.59,1.605689015,36.23,9.46,4.66,6.39,31.97,False
0,550.0,3.341157623,3.18,5.8,2.25,4.21,25.03,False
1,1779.61,1.0,39.14,6.49,5.72,4.94,46.13,True
0,550.0,1.440050139,44.86,5.29,1.63,3.21,15.95,False
1,740.4,2.426292874,12.65,10.0,5.19,3.2,15.54,True
1,1224.89,2.319725789,22.74,7.78,7.8,10.0,13.26,False
1,1004.49,2.730458836,49.4,6.08,2.84,4.18,25.98,True
1,663.24,2.992361499,33.49,6.43,5.29,6.95,2.18,False
0,1044.25,2.221232386,29.77,7.54,2.35,8.75,27.18,True
0,550.0,1.548330817,52.78,4.54,1.83,6.12,11.65,True
0,682.34,2.24270723,40.19,8.64,2.93,4.98,34.12,False
1,991.7,3.291201775,24.8,7.58,3.9,0.4,22.33,False
0,550.0,1.707638175,28.31,6.26,2.39,1.28,14.53,False
0,550.0,1.0,36.58,7.28,1.55,6.19,6.99,False
1,1299.92,3.254882042,4.53,10.0,7.84,10.0,8.29,False
1,1175.28,1.0,16.35,6.96,6.8,10.0,39.11,False
0,1224.95,2.800781728,2.17,7.53,3.41,1.95,1.81,False
1,550.0,3.563851086,13.7,9.77,9.14,10.0,12.31,True
0,926.04,1.0,22.59,6.89,3.36,6.37,38.54,True
1,1777.14,1.0,40.2,9.57,6.12,10.0,16.43,False
0,665.49,1.0,49.37,6.81,2.79,3.51,18.46,False
0,839.67,1.0,33.99,7.19,3.28,4.02,28.36,True
0,598.47,2.820892235,55.41,4.03,0.79,7.9,28.55,False
0,1558.39,1.548348695,45.11,5.24,3.41,4.12,6.47,False
1,1095.53,1.0,38.92,7.47,3.8,5.31,30.45,True
0,942.58,1.785692077,65.54,6.83,6.1,10.0,2.07,False
1,1128.41,3.264974657,39.67,6.0,2.93,8.08,13.98,True
0,1229.67,1.0,57.5,6.39,4.08,3.65,16.44,False
1,1595.83,2.352870804,18.39,8.37,5.6,10.0,13.4,False
1,932.28,1.129672446,42.17,3.76,6.89,10.0,7.04,False
0,687.49,2.650906333,18.56,7.2,5.27,4.25,13.11,False
0,925.34,1.018620531,42.58,6.9,5.03,4.59,15.1,False
0,550.0,1.0,66.22,7.47,3.03,4.87,15.05,False
0,1314.28,3.217797722,8.9,8.02,5.26,9.71,14.61,True
0,1041.16,1.11935841,67.75,5.86,5.29,7.35,20.81,True
1,1137.9,1.877373435,28.49,6.45,6.86,8.02,3.52,False
1,550.0,1.773929937,15.59,5.42,2.51,6.31,26.27,False
1,1163.6,2.558956691,60.33,6.68,4.81,4.78,9.58,True
1,1529.95,3.632248067,41.32,6.33,9.47,3.52,16.32,True
0,1223.42,4.592264307,28.1,6.95,3.98,5.13,8.35,False
0,617.7,2.589370728,43.92,4.25,4.35,8.53,22.0,False
1,835.7,2.350892168,9.56,2.03,0.97,1.17,31.11,False
0,812.92,2.334141309,55.64,6.77,5.19,6.8,7.83,False
0,746.61,2.720435151,1.57,4.98,3.41,5.38,13.91,False
1,1499.31,1.83259721,15.67,10.0,5.11,6.62,12.31,False
1,1180.31,2.147470832,49.16,6.51,4.65,4.44,10.45,False
1,1591.04,2.806040599,33.29,9.4,7.45,4.9,4.36,False
1,1145.69,1.856152547,37.55,7.69,10.0,7.96,20.07,False
0,1051.25,3.889551333,32.64,9.57,6.46,3.86,19.95,False
0,550.0,1.0,39.29,10.0,5.71,7.57,12.31,True
1,1607.44,2.1145727,30.53,9.27,6.26,8.72,15.68,False
0,774.15,1.0,51.73,5.81,0.53,3.57,5.71,False
0,984.81,3.16477087,26.63,6.35,4.53,10.0,9.93,False
1,1283.06,1.578836827,51.64,8.06,4.63,5.25,5.6,False
1,1204.06,3.22036197,13.49,7.31,6.34,7.67,7.9,False
0,550.0,1.0,18.12,3.52,0.78,10.0,34.32,True
0,650.07,1.957075227,57.1,5.96,4.43,7.66,32.18,False
1,1835.01,2.44965294,33.75,6.65,5.46,8.26,36.46,True
0,992.02,1.0,23.18,4.86,6.05,6.31,18.7,False
1,2393.06,3.673648726,48.55,8.01,8.06,9.14,23.63,True
0,1332.33,1.004757946,30.33,5.14,3.27,9.73,3.48,False
0,550.0,1.223181829,30.91,7.17,6.4,9.03,23.98,True
1,915.19,3.338754926,62.33,6.01,5.1,4.75,7.33,False
0,550.0,1.0,13.24,5.77,0.44,5.68,30.22,True
0,918.86,1.0,15.57,5.97,1.06,2.91,37.6,False
1,1199.21,1.624684726,66.9,6.68,6.35,10.0,39.01,False
0,837.24,2.252850066,57.1,9.6,5.71,6.15,11.59,False
0,550.0,1.0,5.03,5.78,3.54,7.12,42.05,True
0,1457.32,1.455427405,45.73,4.9,4.03,0.8,36.09,False
0,1615.64,1.983670774,53.26,6.55,0.24,3.48,8.71,True
1,1791.41,1.0,45.68,7.49,5.24,7.56,11.7,False
0,1653.37,1.376958171,15.4,10.0,7.06,1.41,17.81,False
0,1418.77,1.0,41.07,7.84,6.61,8.9,16.7,False
0,695.98,1.0,18.15,9.4,4.23,9.81,15.9,False
1,912.66,2.653627323,13.39,8.23,7.33,6.42,18.85,True
1,569.54,2.120632388,39.59,3.11,2.2,6.67,12.98,True
0,550.0,1.359995531,40.7,7.82,6.34,7.84,6.58,False
0,550.0,1.364638817,11.66,6.18,1.06,2.21,21.57,False
1,1452.3,2.608527841,45.29,6.01,6.36,0.64,12.0,False
1,1612.72,1.845366411,43.94,9.09,10.0,2.73,1.02,True
0,550.0,1.918357534,9.43,8.03,4.72,7.73,9.38,False
0,903.59,4.01017865,14.71,8.28,8.24,5.43,31.17,False
0,888.39,1.030126788,29.2,8.08,6.16,4.55,49.6,True
1,1147.25,2.587702679,66.28,8.26,7.75,7.5,13.5,True
1,1140.2,2.276009307,33.81,5.78,2.72,5.79,3.4,False
0,642.36,1.348362691,23.25,8.04,3.45,10.0,11.26,False
0,618.1,2.254378747,17.55,6.4,6.15,7.18,37.75,False
0,550.0,2.177793579,23.73,8.01,2.92,5.35,0.49,True
0,1508.28,1.0,32.39,4.65,2.68,3.63,26.43,False
1,1487.0,1.0,31.53,8.98,6.42,8.54,3.82,False
0,550.0,1.0,32.19,4.37,4.28,0.83,3.46,True
0,1314.28,4.608853207,20.57,9.13,8.73,10.0,33.99,False
1,767.25,1.0,21.67,7.63,4.4,8.7,18.14,True
1,1803.59,4.567592551,8.95,7.77,8.49,10.0,10.05,True
0,709.6,2.210287094,48.03,5.61,6.3,5.99,35.75,False
1,897.9,2.325945502,41.81,6.31,3.44,9.83,23.31,True
1,768.03,1.711265999,33.47,6.09,3.18,0.62,50.11,False
0,600.25,1.384366953,19.99,6.48,6.01,9.18,20.55,True
1,861.09,1.690478407,32.52,6.51,4.73,1.74,16.96,False
1,1535.89,2.870609621,32.61,6.6,6.27,3.27,0.29,False
0,550.0,1.38115358,47.9,5.42,2.55,3.02,21.73,True
0,693.72,1.863984941,27.4,5.79,3.75,2.65,15.4,False
1,550.0,3.354694913,28.57,9.6,5.7,2.73,4.71,True
1,1831.13,4.003481479,36.81,9.51,8.64,6.21,8.54,True
0,1322.55,2.973524891,6.72,9.55,6.98,10.0,1.49,False
0,550.0,2.212244571,30.89,6.61,4.97,6.49,12.21,False
0,1456.13,1.0,18.49,7.45,3.6,0.91,18.58,False
0,991.61,1.616237939,26.79,6.92,3.39,7.22,28.1,False
0,1366.41,1.765564672,0.58,8.85,5.8,7.08,22.74,False
1,1276.83,2.614374701,20.29,3.43,6.51,5.63,1.32,True
0,615.55,1.457482659,41.23,6.94,4.35,8.13,11.08,False
1,923.99,1.946629209,21.18,7.71,5.26,9.72,15.61,False
1,1269.88,1.86315282,37.55,8.86,6.57,8.5,4.05,False
0,550.0,1.419367896,52.34,6.4,3.45,1.76,3.06,True
0,991.12,2.694417042,14.97,6.42,5.13,4.59,36.56,True
0,1386.69,1.0,36.86,5.23,5.14,7.44,2.96,False
1,1099.56,1.507324874,31.18,7.66,4.39,3.57,16.49,False
1,2157.15,1.012467163,8.59,5.32,3.78,4.62,2.39,True
1,1246.98,3.85892386,20.91,8.3,6.63,7.95,13.98,False
0,1630.18,1.677553742,3.33,7.62,8.13,6.1,3.15,True
1,1026.36,2.077177212,0.1,8.81,4.98,7.47,11.59,False
1,1578.91,2.589724793,32.98,10.0,7.33,6.78,0.65,False
1,1300.3,3.978954708,8.64,5.12,6.66,2.2,3.89,True
0,701.27,1.318978184,40.07,7.28,8.49,5.54,29.39,True
0,1513.75,1.997456409,31.62,7.28,2.59,5.66,32.14,False
0,550.0,2.480632076,54.42,7.51,3.29,6.49,19.67,False
1,889.12,3.597985005,20.27,6.98,7.31,9.43,19.68,True
0,550.0,1.055519184,5.47,5.73,3.05,8.81,10.86,False
1,1558.28,1.580635708,8.58,9.53,7.34,9.83,4.62,True
1,1096.37,2.867166487,75.94,8.3,7.23,6.34,6.01,False
0,550.0,1.012689651,45.88,4.64,3.47,0.47,15.75,False
0,556.89,1.033350435,12.97,5.55,2.88,9.45,8.29,False
0,1408.17,1.0,51.51,6.75,7.21,3.43,0.21,False
0,898.42,3.252616529,30.12,4.67,5.03,6.72,14.5,False
1,1519.25,1.0,45.85,6.9,5.5,3.27,12.03,True
1,1049.45,2.4941456,59.32,7.12,7.17,8.43,5.22,False
1,1686.26,2.545749249,24.09,7.37,5.09,10.0,4.16,False
1,785.66,2.081815873,1.52,9.2,3.24,6.36,13.36,True
1,1546.52,2.451480384,39.93,9.04,6.25,5.64,4.53,False
1,620.11,1.0,24.03,6.3,0.75,6.18,29.23,False
0,612.66,2.315119915,34.45,5.53,6.82,6.77,33.21,False
1,1583.22,3.408219128,14.12,10.0,5.35,6.18,0.89,False
0,1015.18,2.29336767,36.93,7.51,2.83,0.83,33.12,False
0,1508.84,1.0,7.72,9.25,7.35,4.67,28.88,False
0,891.4,1.924846261,43.9,5.65,4.4,8.22,17.72,False
0,550.0,1.0,48.0,6.0,4.92,6.07,35.89,False
0,1457.4,1.705154649,6.85,7.26,5.23,7.95,26.11,False
1,1561.99,1.027405597,16.12,9.08,5.08,8.96,48.15,True
1,1089.42,1.0,38.1,6.51,1.9,3.74,13.56,False
0,550.0,3.797646934,29.23,9.05,6.06,2.74,12.27,False
1,1146.53,2.241412797,32.84,8.67,7.76,9.96,11.25,False
0,1663.19,4.77939971,35.23,7.93,7.14,3.91,2.56,True
1,878.26,2.802022319,23.87,3.34,2.75,6.55,8.13,False
0,1581.77,1.714548057,22.96,8.86,7.32,7.42,19.05,False
1,1436.09,2.692111123,29.05,7.51,6.86,5.14,8.44,True
1,1398.64,1.0,24.14,10.0,7.43,8.36,4.22,False
1,2269.73,1.794955607,82.91,8.45,6.42,7.4,30.98,True
0,1157.16,1.769215099,38.0,6.34,5.4,8.7,33.59,False
0,1622.48,1.0,18.41,4.57,6.15,5.19,0.92,False
1,837.88,2.325056594,36.58,10.0,6.52,2.42,12.98,True
0,1435.02,1.117874516,49.85,4.33,5.22,2.33,0.23,True
0,550.0,3.037275589,18.75,7.06,4.48,2.21,15.8,False
1,933.75,2.205155307,33.12,10.0,7.11,8.33,5.23,False
0,694.97,1.576551806,66.84,5.53,2.0,3.69,21.78,False
0,884.98,2.001241365,50.67,3.4,2.12,3.68,26.17,False
0,1722.21,1.039936909,47.86,10.0,6.82,8.56,8.57,False
1,1643.35,3.588992795,34.01,5.77,6.81,1.92,14.47,False
1,550.0,1.173425488,46.2,7.06,4.23,10.0,0.72,False
0,1119.65,3.17511348,23.73,6.46,6.09,5.76,30.22,True
0,1442.29,1.0,9.6,5.83,4.22,1.81,6.74,False
1,1544.53,1.314622595,2.88,10.0,5.96,6.33,13.3,False
0,987.04,1.0,20.03,2.95,2.16,5.13,25.88,True
0,1964.4,1.0,46.62,5.14,5.17,1.32,4.72,False
1,708.49,1.448687239,34.27,7.56,4.11,10.0,0.51,True
0,1820.82,1.475709256,31.5,7.02,4.24,7.99,12.11,False
1,846.38,3.703378443,70.69,3.12,4.54,5.36,1.54,False
1,550.0,3.238557123,20.6,4.93,4.48,4.76,16.91,False
1,1262.48,2.902647069,70.45,10.0,5.0,7.62,35.69,False
1,1186.48,2.542308504,85.44,4.04,7.31,7.4,38.96,False
1,1250.06,2.43829604,17.66,5.36,4.14,8.98,18.13,True
1,1312.83,2.053065884,15.58,8.6,7.31,3.38,18.27,True
0,1278.89,1.0,33.99,6.24,6.48,5.84,0.73,False
1,1360.17,2.608074524,18.24,7.76,6.63,6.92,7.49,True
1,1460.59,1.631921292,35.94,6.44,5.32,7.09,20.99,False
0,550.0,1.0,73.85,5.24,2.83,8.89,10.53,False
1,890.03,2.807694604,50.83,10.0,5.85,7.44,33.8,False
1,1405.05,1.501829236,38.27,10.0,10.0,6.37,14.13,False
1,550.0,1.0,49.0,4.22,3.13,2.18,7.26,False
0,1434.32,1.0,20.2,6.89,1.86,0.4,1.36,False
1,1692.33,4.090443782,55.26,9.25,5.76,10.0,4.59,False
1,1400.63,3.111827738,11.54,10.0,7.12,7.88,9.87,False
1,1445.76,1.0,3.88,8.61,6.0,10.0,21.73,False
1,1358.27,1.585226027,24.99,9.13,5.59,2.56,33.43,False
1,1569.79,3.182205978,41.49,8.42,8.26,6.26,6.62,False
1,927.64,2.113896922,39.61,7.89,1.86,6.41,3.39,False
1,1818.45,1.906214871,25.93,6.38,7.01,4.6,38.22,True
0,920.05,2.575224593,0.13,8.95,4.97,0.14,8.48,True
0,550.0,1.0,46.21,5.99,4.14,9.59,49.52,False
0,550.0,3.758245301,65.51,5.39,1.78,3.08,37.69,False
0,550.0,1.0,68.61,7.11,5.05,10.0,22.87,True
1,1653.52,2.818510209,39.59,5.1,6.03,3.92,24.35,True
0,550.0,1.0,22.64,5.89,2.42,2.77,32.07,False
1,789.19,3.82440968,37.2,8.42,7.33,6.69,19.7,True
1,767.17,1.881860216,34.73,5.52,6.1,7.38,6.3,False
0,660.3,2.697743385,18.93,7.33,7.16,6.75,15.34,False
0,1382.35,1.792992068,59.53,5.16,2.39,4.78,0.34,False
0,1464.65,2.000382093,31.63,8.02,4.39,7.62,8.04,False
0,1551.35,1.0,15.43,8.64,4.39,7.56,10.13,False
1,1396.47,2.717135803,1.44,6.41,5.73,1.12,15.64,False
1,1316.59,2.47108584,20.24,9.21,7.77,4.03,1.67,False
1,1010.97,1.908416341,46.24,6.31,6.72,9.54,19.53,False
1,1805.62,1.0,33.12,8.99,4.45,9.81,19.23,False
0,1134.14,3.198921104,44.48,3.87,3.52,5.89,32.0,False
0,828.63,3.500730797,35.9,8.72,7.06,7.28,36.29,False
1,550.0,1.097832252,50.91,6.59,6.0,10.0,14.83,False
0,1033.23,1.063519303,78.47,3.93,0.74,6.61,34.02,False
0,550.0,1.0,10.67,6.34,5.92,5.8,7.42,True
0,1121.1,2.146539487,43.68,7.91,6.36,4.29,9.42,True
0,1184.55,1.892694014,14.94,5.43,4.3,8.59,46.05,False
0,1046.72,1.387192303,7.37,7.18,3.9,6.73,14.2,True
1,1327.58,3.591157149,34.7,8.58,5.71,2.8,23.68,False
1,1119.47,4.598630483,22.86,5.74,7.78,5.57,5.97,False
0,1320.1,2.289294646,25.26,6.06,6.34,5.52,1.81,True
1,1108.37,3.448987905,3.17,10.0,8.92,6.36,6.5,False
0,1139.35,1.0,69.01,1.67,1.6,6.12,3.13,False
1,774.57,1.869516446,21.05,7.55,4.95,9.79,20.08,True
0,1122.2,1.0,8.49,5.17,4.11,5.88,13.84,False
1,1508.89,2.846405581,43.53,7.67,5.21,10.0,6.41,False
0,550.0,1.0,23.66,7.17,1.65,9.59,24.84,True
0,550.0,1.0,52.1,4.0,2.32,9.62,4.46,True
0,2162.74,4.025994529,58.59,10.0,6.08,6.28,5.31,True
1,977.51,1.0,22.86,7.33,5.59,4.58,11.38,False
0,916.2,1.00207984,2.78,9.57,4.15,6.59,26.48,False
0,618.72,1.32989595,17.5,8.6,2.37,5.85,22.42,True
1,790.99,1.716503755,23.69,3.81,2.7,7.05,40.17,False
0,787.7,2.080613176,53.83,8.06,3.62,2.34,21.69,False
1,897.88,2.791093228,10.98,10.0,5.25,2.78,13.39,False
0,917.22,1.0,43.24,2.98,3.87,6.2,20.32,True
0,1259.57,1.797442992,27.75,5.95,5.94,5.7,6.05,False
1,1201.17,1.807777919,25.32,8.01,5.83,5.73,22.76,False
1,1309.44,3.732471763,8.15,7.36,4.63,6.67,31.67,False
0,1105.58,1.310818587,57.57,5.26,2.76,0.38,13.27,False
0,768.6,1.192520251,41.28,6.2,4.51,7.13,10.69,False
1,911.18,1.605692896,55.34,8.12,5.31,4.49,34.5,False
0,1151.89,1.0,70.69,3.03,3.27,2.47,22.19,False
1,730.35,3.501214597,24.48,9.44,8.82,10.0,15.76,True
0,550.0,1.0,5.95,6.04,5.2,4.61,6.64,True
0,693.49,1.0,52.08,3.57,4.09,1.83,22.61,True
0,550.0,2.029604326,6.72,5.38,6.54,8.61,55.97,True
0,763.2,1.365886682,20.11,7.2,3.18,10.0,14.43,False
0,608.77,1.0,35.08,7.0,1.56,5.17,18.79,False
1,2235.66,5.447427195,11.07,7.19,6.38,8.07,21.4,False
0,1038.58,1.323930318,45.26,1.97,2.88,2.43,36.82,False
1,1081.25,3.443553489,12.81,10.0,7.63,1.66,6.1,True
1,550.0,1.532514886,20.59,3.44,0.06,2.21,38.51,False
1,899.53,2.985726622,4.05,9.92,5.61,9.12,16.74,False
0,744.84,3.085364554,41.18,7.46,4.45,7.17,36.97,True
0,1027.31,1.999898506,8.24,9.01,4.95,6.48,12.5,False
1,1929.33,1.394195228,59.68,9.81,5.29,8.39,25.89,False
0,683.19,1.0,30.63,7.86,6.01,3.56,23.7,False
