SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,Windows,PreviousSalePrice,Garage
1301.39,3.713245872,2,432.03,47.65,3.77,21.04,9.37,85.3,1.05,3.89,5.54,6.4,14,296802.1887,0
1133.71,1.013462153,5,565.32,36.18,6.39,55.63,31.74,95.88,1.65,7.2,9.27,7.86,16,381966.0307,0
1352.28,1.673590789,5,437.29,38.59,5.55,35.28,10.11,88.61,1.05,8.26,6.08,7.21,16,486214.0844,0
831.96,2.037199676,4,489.08,21.21,10.0,9.0,0.19,90.98,2.29,6.97,1.98,5.08,18,257496.0954,0
888.61,1.504518741,4,190.48,8.0,7.18,74.05,23.33,93.08,2.03,7.41,7.05,7.21,17,487784.0185,0
964.37,3.32549664,2,750.08,24.98,6.12,15.99,21.3,96.82,1.87,3.46,6.14,6.68,8,237509.4955,1
737.2,2.552416006,4,165.21,18.88,9.42,82.01,6.63,99.7,2.06,5.31,8.4,9.14,20,338714.3469,0
1320.0,3.646496468,4,669.14,47.81,10.0,33.11,0.35,96.25,2.13,10.0,7.0,10.0,4,566943.1682,1
1059.86,1.0,3,702.92,23.53,9.08,95.11,15.28,95.77,1.27,4.99,6.18,2.86,22,234023.3346,1
694.2,1.0,4,945.74,49.35,8.75,35.72,4.68,99.78,1.17,3.25,0.23,2.15,23,271988.8921,0
1395.6,2.830827054,3,644.65,21.54,6.59,98.4,13.94,94.12,1.24,3.26,5.96,5.32,50,768750.4133,0
1612.52,2.64965124,4,1159.82,38.87,9.54,43.81,14.01,83.17,1.54,5.4,7.92,2.55,7,481231.9781,0
859.76,3.673472586,4,629.07,22.74,8.44,17.86,6.32,92.99,0.61,10.0,8.52,8.95,22,379208.6463,1
1226.96,2.969787014,4,531.09,14.93,7.7,62.42,36.45,91.28,2.07,7.96,9.67,10.0,13,591243.0487,1
939.53,3.177402208,3,308.58,64.54,9.5,58.02,11.78,99.82,2.11,6.74,4.18,4.33,17,335756.4306,0
1214.59,2.353684779,3,250.64,27.82,6.5,81.17,27.23,95.28,1.92,6.52,8.07,7.49,7,387107.4444,0
684.47,3.076438976,3,801.58,12.23,8.62,26.23,28.47,94.7,2.03,5.3,2.98,5.24,18,200173.7523,0
842.69,3.480505019,4,21.99,32.36,9.5,28.77,8.95,97.6,2.25,7.87,5.31,5.23,16,476132.221,0
1940.29,3.219858113,4,795.7,61.26,7.0,37.89,19.52,87.32,1.44,3.66,6.69,7.46,21,540145.099,0
1130.98,3.349106902,3,728.38,7.6,7.16,72.66,26.38,88.87,1.08,5.89,1.31,5.88,6,575282.8217,1
1265.16,1.0,4,636.71,38.04,10.0,60.39,39.29,93.53,1.2,9.44,6.74,8.74,7,304450.5272,0
1431.12,1.436839133,4,579.17,15.22,10.0,27.48,8.22,86.57,0.62,5.34,8.63,5.11,15,386058.659,1
818.85,1.0,3,123.91,32.19,8.83,12.11,14.68,95.16,1.73,7.64,8.99,6.84,17,279702.9077,1
1048.34,1.873363568,4,1239.55,39.38,4.3,40.77,6.13,90.29,1.77,4.79,10.0,8.62,8,470563.7363,0
1033.49,2.715878248,3,326.57,37.44,5.75,45.38,25.52,95.1,0.37,4.73,4.08,3.51,19,259407.6885,0
550.0,1.510798584,4,31.28,79.44,5.56,22.87,43.68,91.83,1.67,4.38,2.81,6.68,27,206257.3529,0
839.48,2.157531611,4,279.98,19.65,5.5,96.64,48.28,89.24,0.56,4.72,9.42,7.57,30,317937.2615,1
1678.0,2.220478082,3,269.96,40.49,9.42,110.61,0.28,91.97,1.84,5.03,3.57,7.67,0,333968.6957,1
1146.96,2.1192632,5,263.16,34.1,7.77,67.66,16.38,94.41,2.11,6.91,6.38,5.32,18,412753.4929,1
1506.8,1.0,4,371.52,9.67,7.48,88.74,41.96,97.46,1.63,2.78,1.21,5.97,16,215383.9114,0
1255.64,3.690927979,2,625.39,6.03,4.5,46.96,2.72,91.14,1.48,2.86,10.0,6.44,23,662887.2926,0
847.43,2.68161602,5,424.46,53.6,10.0,28.76,18.96,99.9,0.9,7.31,8.29,8.64,49,747768.3675,1
1069.5,1.008726624,5,606.66,15.72,7.17,20.77,23.65,90.86,0.47,7.36,6.74,8.46,4,716331.0072,1
1001.9,3.649819206,4,600.67,27.83,6.72,109.23,41.57,89.18,1.52,6.41,10.0,8.87,16,563708.0922,1
1702.8,3.603246257,3,691.93,9.49,10.0,17.33,4.19,93.75,1.62,9.11,7.89,7.08,35,735956.2095,0
1164.87,1.938732806,4,501.71,64.9,7.22,48.85,8.81,84.83,1.46,5.22,6.07,5.84,37,404157.5966,1
1476.26,2.049634078,3,256.84,38.87,8.72,73.67,31.98,81.76,1.21,4.55,0.43,3.6,19,486676.3273,0
1196.63,2.395706745,3,609.7,31.65,7.43,21.38,20.32,99.9,1.05,5.85,3.48,7.77,23,268724.3436,0
1546.85,3.884335941,3,350.83,49.94,7.66,9.02,23.96,93.99,1.41,8.33,5.3,4.71,11,579950.8564,0
1434.43,4.318858654,2,370.18,20.76,5.13,66.2,1.09,93.39,1.1,6.35,5.3,7.47,12,381954.5133,0
937.66,2.251633596,2,459.2,42.84,5.23,1.24,17.81,90.94,1.78,4.56,4.35,6.73,12,253966.7719,1
1114.83,2.359199828,5,315.97,17.94,7.03,62.92,8.29,98.47,1.96,5.14,6.34,6.43,6,455141.6568,0
1412.67,3.048185504,6,441.82,37.05,10.0,4.59,0.98,94.19,0.91,10.0,9.92,9.5,32,807504.6129,1
1010.84,2.452177363,4,643.57,30.64,7.51,73.02,7.96,88.69,1.02,6.85,8.56,5.6,20,481565.8687,1
864.12,1.834820682,3,306.02,51.99,4.42,34.27,21.52,91.31,1.63,6.06,5.04,4.29,14,266136.7494,1
1943.54,2.817331683,3,418.46,28.06,8.77,44.41,7.62,99.9,1.57,7.25,4.24,3.5,13,410027.1923,0
1648.71,3.334430366,2,817.04,50.29,7.05,13.37,10.32,84.28,1.79,8.17,2.34,5.59,46,313643.8912,0
727.21,2.159527648,5,909.97,55.57,5.66,26.54,23.48,87.87,1.94,5.95,0.5,6.04,8,431243.6665,0
1167.16,1.817916805,2,765.47,13.18,7.67,89.86,13.23,99.9,0.49,4.23,5.61,5.4,17,310091.3441,0
1545.27,1.025032678,4,456.73,35.74,6.53,34.96,39.69,99.9,1.22,3.96,1.12,1.03,12,378949.6684,0
919.65,2.077995301,3,1094.1,13.4,9.71,45.01,1.36,95.92,1.07,10.0,1.78,7.31,15,280670.5217,1
1029.83,1.623794737,4,393.99,49.11,7.09,46.67,17.87,92.3,1.18,3.85,6.94,7.21,8,478800.6474,0
1562.16,2.027277539,4,732.51,29.29,6.14,92.86,12.84,92.6,0.98,6.21,8.66,6.28,31,592476.0572,0
2047.85,2.056134273,2,667.98,28.65,9.13,42.05,4.53,99.9,1.02,5.55,6.04,4.86,13,576056.9844,1
1051.52,2.63858427,3,282.39,50.93,9.56,97.33,30.19,93.01,2.46,4.24,10.0,6.64,17,395432.9156,0
1230.69,1.099097782,4,311.8,43.25,6.06,117.42,5.49,99.9,2.74,9.34,7.12,8.35,10,332910.0212,1
550.0,4.155280157,3,720.12,35.58,10.0,15.37,9.66,90.3,1.26,4.9,10.0,6.24,9,341530.2789,1
2027.42,3.263161801,3,659.36,16.38,8.42,11.6,20.56,94.64,1.84,6.99,2.96,6.51,11,553698.2179,1
1685.09,2.355523261,3,865.25,47.63,10.0,37.5,19.54,99.04,0.57,9.11,5.79,3.51,15,294913.7048,0
933.75,2.205155307,4,918.93,33.12,10.0,50.43,5.23,94.39,1.58,7.11,8.33,6.48,19,322777.4682,0
1312.86,3.150699464,3,617.99,53.96,3.56,28.26,0.97,91.82,1.02,3.61,8.76,6.29,4,360804.7154,0
1004.55,1.952284952,3,82.68,4.07,8.66,18.75,21.64,97.75,0.19,4.71,7.22,5.63,4,298558.1423,0
1440.01,2.224380153,4,1298.7,30.7,10.0,76.32,0.68,97.87,1.47,8.36,5.81,6.15,8,303661.4285,0
894.63,4.365377479,4,980.29,28.61,8.24,34.16,14.92,99.08,1.51,8.1,6.99,5.63,17,540195.1268,0
1655.22,1.327135097,3,564.2,48.38,10.0,43.84,7.99,99.0,0.46,7.5,5.84,8.25,8,354848.5364,1
1765.92,3.732545313,1,903.8,19.59,5.04,34.07,19.04,99.9,1.37,7.67,2.28,6.67,24,470617.3801,0
1792.82,4.168764411,3,888.46,58.87,6.8,54.53,11.97,98.96,1.42,7.0,2.31,4.84,21,472433.1429,0
1074.5,2.701830971,3,230.39,45.71,8.75,30.13,34.37,95.74,1.41,6.32,8.37,5.9,8,415802.3512,1
1572.82,1.556185085,4,447.27,45.01,8.91,59.58,12.41,99.9,1.42,7.06,2.06,6.69,3,450274.1817,0
1627.28,3.68604265,3,681.23,6.11,8.04,27.34,22.61,99.9,1.43,6.69,6.62,6.7,37,507541.1609,1
1311.71,2.700673809,3,76.43,41.24,2.9,55.07,17.34,82.0,2.63,3.35,2.37,5.93,15,295693.6727,0
1366.27,1.296475459,3,43.72,46.69,5.89,28.66,17.51,94.01,2.12,4.3,4.26,4.78,9,418035.8591,1
1313.64,3.112871035,3,761.28,26.27,10.0,19.15,8.72,96.97,1.35,5.6,10.0,10.0,17,460623.2989,0
550.0,3.548156031,4,304.92,58.32,6.9,10.43,21.46,97.14,0.85,4.39,1.92,4.4,31,453043.1062,1
1636.28,2.548366988,3,964.29,24.94,10.0,11.8,16.8,95.6,0.95,7.65,6.69,8.65,18,435916.3472,1
2136.41,1.405469204,2,11.28,22.41,7.91,41.67,16.51,93.31,1.1,6.13,5.44,8.17,22,398066.5024,0
1689.64,3.5324845,2,417.65,14.38,8.21,79.72,33.86,99.77,0.77,6.98,7.91,6.17,14,364517.3556,0
1138.68,2.520716266,4,491.93,73.34,6.65,33.91,12.12,91.81,1.74,8.14,7.82,5.69,14,729674.8945,1
2188.24,2.233152941,3,793.71,52.02,8.54,31.85,6.12,92.56,0.56,10.0,10.0,7.83,11,554451.477,0
754.89,3.388984748,3,552.49,14.42,6.71,49.98,27.06,97.77,1.37,5.2,3.99,4.7,17,354025.0532,1
1586.43,1.967370862,6,356.56,51.48,4.63,22.57,30.01,99.9,0.87,6.72,4.17,6.35,2,1053084.133,1
550.0,3.139102112,5,1208.95,21.54,10.0,39.81,0.17,99.8,0.82,6.64,8.39,8.38,21,502736.146,1
550.0,3.171804811,5,862.8,28.86,8.73,68.23,1.65,92.26,1.77,6.83,9.44,5.73,28,408307.0565,0
2122.29,2.82345363,5,509.52,24.01,10.0,24.74,3.67,90.29,0.97,6.79,3.32,6.23,17,1034472.998,0
1297.73,2.686407725,3,169.06,34.86,7.1,87.08,19.98,94.78,1.14,5.19,4.63,7.37,23,380363.8356,1
1523.56,2.842304337,3,665.9,39.7,8.34,68.25,12.31,90.79,0.66,5.17,7.77,5.46,18,463829.3102,1
1339.34,1.392536058,5,508.8,41.49,8.1,5.21,18.88,99.9,0.59,4.15,8.69,4.71,10,754693.8442,0
1674.82,4.308481023,6,1220.86,4.65,10.0,40.42,32.63,88.34,0.48,9.63,9.53,10.0,12,1062247.371,0
1305.88,1.280840008,4,686.75,41.84,4.75,14.8,8.47,86.93,2.13,3.26,4.35,4.46,17,427213.2026,0
1837.46,1.713597034,4,752.13,29.17,6.98,16.1,3.2,91.8,1.43,3.92,4.38,5.9,54,581342.7131,0
1134.91,5.76785894,3,153.37,8.77,8.62,8.26,10.22,92.24,1.92,5.12,5.04,5.33,7,597664.8735,1
1807.96,5.626172268,3,607.57,24.95,8.04,8.13,15.86,90.95,0.92,10.0,7.31,7.31,15,609985.8316,1
1175.26,1.990264071,3,60.38,6.64,7.85,8.5,4.04,99.9,1.66,5.4,10.0,9.11,24,466201.2045,0
1048.47,2.193814202,2,1122.05,22.77,9.06,44.04,5.12,97.68,1.19,7.0,6.59,5.97,21,237731.8917,0
1559.56,3.161562987,3,215.68,37.91,8.21,51.96,9.27,90.21,0.54,7.33,9.66,8.06,7,492878.5159,0
870.82,2.307576119,4,333.83,61.22,2.93,16.33,20.31,86.92,1.28,1.67,3.6,3.96,19,352459.3952,0
550.0,3.865774015,3,171.28,35.73,9.13,0.36,9.93,98.57,0.99,6.35,8.87,7.53,15,222675.2737,1
1068.98,1.635718688,3,220.82,42.13,9.73,50.32,2.91,92.69,1.07,3.24,0.69,2.51,15,314198.2434,0
1328.23,2.127279847,4,782.75,20.34,7.75,23.34,11.2,89.14,1.7,5.43,4.31,9.02,20,707527.637,0
1804.67,2.444678393,4,45.76,37.4,6.2,47.95,9.73,95.39,0.66,4.2,2.88,5.98,8,588325.9129,0
1220.62,3.1857655,2,634.88,55.9,6.39,70.15,1.98,91.75,1.62,4.31,10.0,10.0,10,494261.7138,0
1295.0,1.0,2,369.44,42.76,5.88,1.49,40.38,93.77,0.73,6.16,4.4,5.71,18,259833.0117,0
1565.15,1.305385101,4,647.98,25.19,9.61,43.21,14.96,95.46,1.41,7.24,8.93,8.78,27,292968.0462,0
791.8,2.972111687,3,388.11,39.59,6.41,49.64,32.9,95.1,1.24,4.91,10.0,10.0,15,224099.3285,0
2054.6,2.423509641,1,217.02,6.62,7.77,100.16,8.65,93.5,1.67,5.11,4.15,4.98,23,449067.9588,0
1578.44,2.716587371,2,331.71,22.33,9.38,13.24,14.24,98.64,0.99,5.38,3.04,5.43,23,426162.4888,1
1100.96,2.456372441,3,627.73,55.11,6.96,53.72,21.15,95.06,1.43,5.67,5.98,6.47,11,331243.5628,1
783.91,2.191164991,4,515.91,41.84,6.85,74.19,19.26,93.42,1.63,6.53,5.65,8.57,9,276269.4927,0
1140.2,2.276009307,3,441.71,33.81,5.78,40.89,3.4,88.79,2.01,2.72,5.79,5.9,11,247131.6911,0
701.55,3.072413326,4,1113.83,43.68,9.02,11.83,3.95,98.21,1.28,4.7,3.89,5.66,15,389339.7582,0
1080.01,2.854196143,4,829.61,30.08,9.62,85.81,16.2,96.61,1.54,4.0,2.97,7.01,18,296080.8125,0
1472.3,2.026194691,3,197.86,15.23,7.92,24.32,17.03,99.9,1.32,7.97,5.01,6.46,5,374688.5308,0
1524.01,2.403571916,3,658.44,40.87,5.96,140.11,21.12,97.62,1.28,3.76,6.36,8.12,7,421787.3001,0
1670.63,1.52994186,2,313.01,40.71,7.0,3.01,3.86,92.99,1.46,5.58,1.75,4.85,13,251452.2868,1
1179.79,3.019621118,2,348.42,19.98,9.29,57.55,0.71,92.63,0.93,6.95,3.44,5.61,9,217238.0406,1
550.0,3.001186336,5,273.64,46.48,4.26,11.47,24.61,86.66,1.92,3.55,4.76,6.14,24,948662.6347,0
550.0,3.069364801,5,852.7,42.0,7.13,30.05,6.89,95.44,1.51,6.85,9.27,6.82,17,222787.3257,0
1628.72,3.255861617,4,462.37,45.91,7.86,19.92,0.75,99.9,0.63,8.58,4.2,4.66,9,544429.877,0
1032.27,2.933562808,4,623.62,43.23,8.63,2.8,15.21,92.82,0.86,5.62,10.0,7.23,6,405649.2224,0
1622.41,1.879941563,4,949.82,18.6,9.05,7.95,4.08,97.71,1.21,7.1,9.17,8.2,6,580959.1933,1
690.37,4.486009639,2,694.65,10.43,8.7,36.69,6.95,97.07,1.3,8.93,10.0,7.41,41,457590.9517,1
1204.28,1.678884275,3,327.57,40.12,8.32,49.44,39.04,91.22,1.05,3.32,4.06,5.27,5,222074.0688,0
550.0,1.0,2,323.78,23.33,4.52,98.04,48.26,89.85,1.79,1.07,1.29,3.94,2,424867.6733,1
1258.98,2.013493145,3,408.25,11.81,6.87,134.89,22.47,95.75,1.18,5.01,8.53,6.44,2,382632.6063,1
1227.28,2.31019085,3,220.51,17.46,7.82,9.8,6.4,97.76,0.88,6.34,8.03,8.17,21,295875.2316,1
748.14,2.544335809,3,1014.94,11.34,10.0,43.58,3.86,92.45,1.2,8.07,3.18,3.26,8,364583.6897,1
1476.34,1.886961381,4,229.58,8.67,9.93,85.14,19.47,97.3,1.78,7.68,5.73,7.93,13,510224.7979,0
1362.96,4.74011897,5,834.44,57.37,8.02,17.89,13.55,98.5,0.71,7.52,9.06,5.62,21,881540.6534,0
1057.49,1.795121972,4,821.7,81.73,6.44,103.79,38.51,97.78,0.84,5.25,9.34,7.87,10,294568.6723,0
2579.34,2.498838979,2,641.52,21.74,6.54,1.43,7.87,86.48,1.28,5.91,10.0,6.93,6,644092.313,0
1607.44,2.1145727,3,540.91,30.53,9.27,29.46,15.68,85.86,1.81,6.26,8.72,5.4,8,287814.3438,0
1370.13,2.34314227,4,350.81,60.61,6.57,96.41,21.33,83.72,1.2,2.21,3.45,4.67,21,404468.5623,0
550.0,2.253239814,4,241.6,6.62,7.59,18.61,12.89,97.08,0.91,2.93,7.65,5.37,12,449641.3368,1
1042.11,1.182183299,4,378.48,53.36,6.44,36.26,15.08,94.14,1.73,7.17,6.55,6.42,15,265844.5453,1
805.92,2.02320994,5,506.72,48.26,7.63,33.74,19.21,85.36,2.07,7.07,6.61,8.53,8,346141.043,0
1984.35,3.240217644,4,386.43,65.69,6.17,19.22,1.45,92.24,1.09,4.08,10.0,7.28,11,872239.6942,0
1722.1,2.827756813,1,470.68,8.24,5.8,5.96,27.78,99.75,1.4,6.38,6.66,5.32,-3,295636.1385,0
550.0,4.14690625,4,343.24,52.21,9.26,7.92,11.55,90.03,1.2,8.75,6.16,8.86,14,522543.267,1
550.0,4.15388497,4,237.86,26.34,6.93,97.71,6.32,97.57,1.91,6.86,5.67,4.89,18,494286.8668,1
748.24,1.444367229,5,512.22,28.84,7.1,66.33,3.48,93.76,1.28,4.15,4.68,5.49,18,391672.986,0
902.27,2.809532205,5,745.2,83.45,8.73,10.92,20.64,84.19,1.99,4.81,7.74,4.24,12,643248.6309,0
550.0,3.600211185,5,261.13,38.17,8.19,49.37,7.88,95.09,1.54,5.28,6.43,7.27,28,508513.1038,0
1556.12,1.693106791,2,424.17,49.12,7.33,28.06,8.45,95.1,1.2,6.08,1.49,3.74,17,201448.0371,0
550.0,1.916652094,4,679.14,25.31,6.56,70.29,1.38,93.02,2.12,4.85,5.78,5.33,18,216594.5511,0
1239.34,2.674871371,5,175.75,36.4,8.71,50.37,5.85,88.38,1.19,4.93,5.07,4.81,13,910848.3544,0
1484.11,3.959221319,5,669.33,3.52,10.0,14.49,10.44,99.9,1.43,8.82,6.28,8.09,14,995203.6869,0
645.07,2.012936551,3,910.19,15.49,8.49,20.42,25.89,93.21,1.16,7.87,9.51,6.12,4,314845.9394,0
993.33,2.550064646,4,16.87,13.15,7.26,18.18,3.19,93.59,1.15,3.9,5.95,3.41,13,377298.0136,0
1361.08,3.033505302,3,932.45,46.14,5.68,116.42,20.88,84.7,2.04,7.45,2.72,3.16,11,435374.5837,0
1167.07,1.677867208,3,284.86,52.42,5.33,37.93,24.67,99.08,1.93,7.3,3.76,6.05,17,333158.1769,1
1406.82,1.100280242,2,409.31,22.98,7.64,53.6,28.52,94.09,1.15,8.24,10.0,8.99,14,214125.9751,0
550.0,2.514754064,4,723.09,24.33,5.07,32.95,5.84,86.76,1.73,4.13,3.29,2.2,26,269262.4549,0
1194.4,1.880675455,4,145.74,25.85,6.52,106.45,2.8,96.07,1.95,6.75,8.26,8.41,23,268462.3843,0
785.66,2.081815873,4,202.36,1.52,9.2,76.79,13.36,89.5,1.26,3.24,6.36,6.17,46,276838.2444,1
1156.86,3.534017948,4,299.83,15.05,10.0,12.72,6.58,99.9,0.69,7.11,9.43,7.13,41,457005.2394,1
1999.89,2.019267113,3,597.96,47.36,5.54,6.92,3.84,99.9,1.26,6.19,7.04,5.9,13,663765.2402,0
1511.53,2.936296638,3,418.15,6.65,7.44,9.27,1.14,86.91,1.7,6.42,3.81,2.76,9,411975.0679,1
1652.17,1.553066695,3,407.83,35.62,7.29,3.66,8.38,85.21,0.99,4.64,10.0,10.0,13,253389.9044,1
1589.78,4.207528197,3,455.79,31.28,4.78,10.36,23.93,86.94,0.91,3.77,3.18,7.33,13,384441.1787,0
1946.29,1.0,4,1042.52,48.61,7.79,68.75,19.94,99.9,0.67,7.37,9.65,7.17,17,352484.3008,0
1643.35,3.588992795,3,546.83,34.01,5.77,29.02,14.47,96.88,1.81,6.81,1.92,5.09,13,409589.8859,0
1903.55,2.243091432,3,1077.64,32.96,7.75,59.5,15.8,95.06,1.19,4.54,3.56,6.28,22,377469.5991,1
1236.08,2.961977011,2,766.17,21.04,8.01,47.44,14.17,99.9,1.97,5.55,4.06,4.79,9,245361.4496,0
1179.73,1.039557475,4,467.63,42.83,7.77,73.36,33.76,84.04,1.39,3.49,8.05,6.17,20,441968.1855,0
1928.59,1.0,3,899.59,7.19,4.98,8.75,18.75,90.69,1.58,7.38,7.71,8.08,7,405213.1628,0
1002.76,2.721628034,3,515.12,26.26,10.0,20.57,15.27,89.4,2.19,6.31,7.26,6.57,12,384197.7977,0
1620.23,1.444896408,4,538.85,27.93,8.88,64.65,1.77,94.07,0.49,4.59,6.89,4.05,14,410892.2882,0
1690.71,1.41937503,4,398.24,30.13,8.88,23.99,9.86,97.98,2.05,6.04,6.39,4.41,20,626475.2233,0
1284.31,1.793537258,5,274.86,34.3,8.11,38.65,14.42,96.89,1.49,6.68,8.28,6.64,10,447822.072,0
1488.2,4.475944717,4,472.2,18.47,8.47,20.06,1.14,96.41,1.22,7.47,8.07,7.43,14,499072.7308,0
1662.43,2.539909737,4,598.62,27.67,10.0,23.05,11.45,99.9,1.28,7.49,10.0,8.31,24,754027.661,1
949.96,2.059087559,4,518.32,52.36,9.39,109.12,16.24,99.84,1.33,1.83,5.3,4.32,22,172576.8664,1
956.16,2.898503602,4,87.49,55.86,6.74,13.63,0.79,86.95,1.66,5.6,7.25,6.14,16,524110.9902,1
1170.65,1.3965499,4,284.49,20.75,7.24,51.77,13.14,90.62,0.88,5.89,5.97,6.25,17,345478.1975,1
1498.46,3.019218421,5,289.49,23.68,9.52,27.92,20.49,92.28,1.71,6.29,7.12,5.87,10,628858.6991,0
1111.51,2.915918504,5,72.77,57.19,8.84,59.1,27.69,89.5,0.81,4.27,2.05,3.57,19,479360.5136,0
1230.72,3.707905296,3,703.85,16.19,9.63,31.0,3.11,88.93,0.37,7.08,6.48,5.68,15,571879.3969,0
982.14,3.445949333,5,719.34,29.47,9.53,55.67,4.06,98.37,0.58,6.22,4.51,3.83,26,533245.7382,0
1479.65,2.569666538,5,469.03,1.51,10.0,39.62,6.92,94.56,1.93,7.03,6.54,4.6,13,667469.1262,0
689.64,3.009721242,3,459.57,34.24,6.28,15.41,5.49,94.29,1.28,4.95,7.23,4.35,14,298325.0741,1
1760.27,3.635891375,3,552.58,30.05,7.01,90.16,22.93,88.98,1.29,1.53,9.53,4.04,20,379055.4962,1
1836.01,1.0,3,835.51,20.7,5.76,121.29,18.43,99.5,2.05,8.08,4.5,6.67,42,392822.0741,0
1557.12,3.461911975,3,676.26,43.55,5.71,17.71,10.06,87.92,1.19,3.61,8.56,7.72,15,438749.0163,0
550.0,2.933060239,4,398.49,34.93,5.28,27.68,6.82,98.57,1.43,3.81,4.44,9.08,17,209640.9511,1
1027.62,2.214646469,5,320.24,51.83,6.56,51.96,11.06,97.35,2.38,3.34,0.64,7.16,-3,648965.4235,0
1406.02,2.28761671,2,401.06,54.95,6.71,10.78,43.94,92.81,1.72,5.51,7.75,7.31,21,389236.7455,0
888.96,1.564265028,5,638.0,1.9,6.99,49.55,16.76,99.42,2.08,5.97,10.0,10.0,10,376093.7211,1
1178.45,2.739203991,3,337.13,21.04,8.92,26.37,10.26,99.27,1.51,5.97,3.43,7.87,17,612403.0856,1
1487.08,3.851661651,4,495.59,20.1,8.54,52.8,22.16,99.9,1.73,2.97,10.0,7.4,24,486878.7037,0
1987.99,3.198804296,4,485.32,25.71,10.0,95.58,17.99,90.86,0.67,8.1,8.59,5.55,15,660883.3092,0
1581.56,3.154247646,4,622.55,17.49,10.0,81.08,29.35,92.82,1.52,6.51,6.61,5.58,13,454651.2623,0
804.42,1.731522354,3,66.63,48.71,8.31,32.33,14.28,97.59,1.15,6.19,8.29,5.06,9,283569.1904,0
1155.62,2.661662202,2,464.49,52.83,8.95,49.99,16.96,95.28,1.34,7.58,9.69,9.0,17,235684.5044,0
1575.99,1.641048449,2,105.49,8.19,6.63,19.72,5.85,93.14,1.34,5.54,10.0,3.52,18,367171.0595,1
550.0,1.0,2,474.12,60.17,3.21,104.94,7.05,93.15,1.71,1.35,2.28,0.76,20,232659.8746,0
1998.75,1.730038775,4,783.16,49.96,9.87,17.16,12.23,95.53,0.73,6.36,4.75,5.3,12,341506.1039,0
675.22,3.688655116,3,203.03,5.55,7.34,3.34,15.29,88.86,2.06,4.65,4.79,8.56,9,529115.9739,0
1723.02,2.264268725,3,399.63,15.1,7.01,89.55,6.6,89.72,0.75,5.0,6.15,7.07,11,353695.581,0
550.0,3.385409336,3,991.53,37.67,6.7,30.34,6.31,98.44,1.07,5.73,3.47,8.15,12,251219.8441,1
1671.16,1.801590377,3,237.7,52.17,6.33,35.95,43.56,95.24,2.03,3.21,0.97,3.23,23,189856.5399,0
1066.98,2.775689323,3,697.27,29.02,8.43,84.13,32.0,99.9,2.18,7.17,5.57,3.94,13,425286.072,0
550.0,2.247559841,4,329.7,33.45,8.92,32.06,9.25,97.2,1.76,1.14,1.58,3.02,21,240185.9457,0
981.2,2.840765761,5,737.05,51.73,10.0,51.92,11.81,90.44,1.76,6.77,8.37,7.18,10,960733.4222,1
1666.63,1.866804699,1,381.49,7.24,1.35,8.82,32.72,98.31,1.41,3.07,8.47,5.77,21,271602.8955,0
1249.1,2.179147945,2,63.7,43.08,4.39,69.21,23.92,98.73,1.66,2.97,4.67,4.67,16,188380.4821,0
608.48,1.0,3,49.89,49.6,3.78,46.42,11.72,90.44,1.47,3.21,1.43,5.77,13,159376.319,1
896.92,1.611996447,3,403.84,21.45,6.23,53.3,0.85,90.45,1.51,4.11,3.72,6.96,19,269516.5927,1
1625.17,3.177879714,2,930.29,12.48,10.0,21.54,18.3,92.79,1.48,3.93,3.56,7.1,17,349851.0263,0
752.37,2.443595408,3,676.79,21.01,5.69,36.43,20.47,90.22,1.38,4.55,7.71,8.53,11,284072.9824,1
1000.26,4.722995989,3,76.71,3.31,10.0,22.15,22.94,89.56,1.79,6.81,1.0,5.67,21,293697.8622,0
1457.95,3.608950566,1,354.82,43.05,4.2,8.84,11.68,86.92,1.15,4.17,10.0,8.84,7,264830.6692,0
1171.95,1.858898344,3,825.6,34.49,2.95,19.95,16.35,89.01,0.96,2.86,7.26,8.9,23,476817.2944,0
1481.17,2.385616904,3,866.11,22.61,5.04,9.44,17.45,99.9,1.12,7.69,7.34,7.12,17,514886.6573,0
999.38,1.837413502,3,502.84,0.89,4.54,54.68,10.27,92.1,1.65,3.66,8.29,5.31,26,293092.5038,0
1321.69,3.067127303,4,453.1,3.26,8.75,25.95,6.75,99.9,1.04,6.73,5.61,3.83,10,460344.4671,1
1519.21,1.806553959,3,593.97,26.52,7.96,11.58,11.8,95.02,1.44,5.69,4.94,7.44,25,446155.9681,1
1301.59,4.305101929,3,881.71,19.98,8.29,64.23,13.06,99.41,1.59,6.44,10.0,5.87,15,466886.2488,0
708.08,3.530110112,4,137.97,43.05,6.8,18.24,4.28,86.32,1.38,7.62,7.56,6.41,10,447525.0981,1
1654.8,2.769181794,4,136.9,4.76,10.0,73.35,27.95,97.19,1.89,4.75,10.0,7.06,8,415539.0532,0
925.34,3.234175799,2,1061.66,52.86,5.93,2.24,24.26,93.22,1.68,6.6,5.8,4.24,21,185520.2738,1
1113.69,1.641683486,3,4.58,30.4,8.15,33.55,24.88,99.9,1.33,5.29,7.73,5.27,19,329354.5238,0
