EmployeeNumber,Age,Tenure,Turnover,HourlyRate ,HoursWeekly,CompensationType,AnnualSalary,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked,AnnualProfessionalDevHrs,PaycheckMethod,TextMessageOptIn
5608,37,7,No,$26.09 ,40,Salary,54267.2,69,Sales,Female,Single,6.0,7.0,Mail Check,Yes
5609,36,5,Yes,$28.04 ,40,Salary,37523.2,21,Sales,Female,Divorced,3.0,14.0,Mail Check,Yes
5611,27,5,No,$21.34 ,40,Salary,44387.2,13,Sales,Male,Married,1.0,24.0,Direct Deposit,Yes
5613,53,17,Yes,$73.69 ,40,Salary,153275.2,33,Research,Female,Divorced,6.0,25.0,Direct Deposit,Yes
5615,46,6,No,$34.21 ,40,Salary,71156.8,71,Sales,Female,Single,8.0,12.0,Mail Check,Yes
5616,47,8,No,$54.22 ,40,Salary,112777.6,27,Healthcare,Male,Divorced,2.0,22.0,Mail Check,Yes
5618,41,2,No,$44.55 ,40,Salary,92664.0,51,Sales,Male,Divorced,3.0,6.0,Direct Deposit,Yes
5619,52,10,No,$38.00 ,40,Salary,79040.0,25,Sales,Female,Divorced,2.0,8.0,Mail Check,Yes
5620,59,11,No,$36.30 ,40,Salary,75504.0,65,Healthcare,Male,Single,2.0,24.0,Mail Check,Yes
5621,28,2,Yes,$25.40 ,40,Salary,52832.0,10,Information Technology,Male,Married,2.0,22.0,Mail Check,Yes
5624,34,1,No,$30.34 ,40,Salary,63107.2,33,Information Technology,Female,Married,2.0,9.0,Direct Deposit,Yes
5625,40,5,Yes,$27.71 ,40,Salary,57636.8,7,Laboratory,Female,Married,5.0,9.0,Mail Check,Yes
5626,53,9,Yes,$38.70 ,40,Salary,80496.0,3,Human Resources,Male,Single,3.0,6.0,Mail Check,Yes
5628,47,11,No,$33.89 ,40,Salary,70491.2,23,Sales,Male,Single,8.0,7.0,Mail Check,Yes
5629,56,19,No,$82.44 ,40,Salary,171475.2,97,Laboratory,Male,Married,3.0,7.0,Mail Check,Yes
5631,29,4,Yes,$24.78 ,40,Salary,51542.4,92,Marketing,Male,Divorced,1.0,5.0,Mail Check,Yes
5632,36,6,No,$32.74 ,40,Salary,68099.2,68,Manufacturing,Female,Divorced,2.0,13.0,Mail Check,Yes
5635,50,8,Yes,$76.20 ,40,Salary,158496.0,81,Research,Female,Divorced,6.0,7.0,Mail Check,Yes
5636,49,18,Yes,$41.39 ,40,Salary,86091.2,12,Manufacturing,Male,Married,4.0,24.0,Mail Check,Yes
5637,34,9,No,$24.48 ,40,Salary,50928.4,1,Marketing,Male,Single,2.0,12.0,Mail Check,Yes
5638,40,8,No,$80.84 ,40,Salary,168147.2,1,Laboratory,Female,Divorced,3.0,24.0,Direct Deposit,Yes
5639,61,11,No,$41.80 ,40,Salary,86944.0,27,Sales,Female,Single,4.0,25.0,Mail Check,Yes
5640,28,2,Yes,$23.14 ,40,Salary,48131.2,33,Manufacturing,Male,Divorced,3.0,18.0,Mail Check,Yes
5641,58,11,No,$57.22 ,40,Salary,133017.6,65,Human Resources,Female,Divorced,1.0,25.0,Direct Deposit,Yes
5643,46,7,Yes,$36.42 ,40,Salary,75753.6,99,Research,Male,Single,5.0,25.0,Direct Deposit,Yes
5645,48,13,No,$58.97 ,40,Salary,122657.6,99,Human Resources,Male,Married,1.0,17.0,Mail Check,Yes
5646,49,5,No,$33.77 ,40,Salary,70241.6,83,Healthcare,Male,Single,3.0,13.0,Mail Check,Yes
5648,35,10,No,$30.50 ,40,Salary,13560.0,97,Marketing,Male,Married,6.0,5.0,Mail Check,Yes
5650,41,3,No,$36.13 ,40,Salary,75150.4,73,Marketing,Male,Divorced,3.0,25.0,Direct Deposit,Yes
5653,56,7,Yes,$54.75 ,40,Salary,113880.0,95,Research,Male,Divorced,5.0,8.0,Mail Check,Yes
5655,55,9,Yes,$95.01 ,40,Salary,337620.8,6,Information Technology,Female,Married,9.0,10.0,Mail Check,Yes
5657,32,8,Yes,$23.73 ,40,Salary,49358.4,56,Information Technology,Female,Married,1.0,10.0,Direct Deposit,Yes
5658,36,8,No,$39.46 ,40,Salary,82076.8,98,Human Resources,Male,Divorced,3.0,25.0,Mail Check,Yes
5660,59,10,Yes,$42.63 ,40,Salary,88670.4,15,Research,Female,Married,2.0,18.0,Mail Check,Yes
5661,44,7,No,$91.02 ,40,Salary,289321.6,41,Healthcare,Female,Divorced,5.0,13.0,Mail Check,Yes
5663,49,19,No,$48.99 ,40,Salary,102899.2,62,Laboratory,Male,Married,6.0,22.0,Direct Deposit,Yes
5664,61,9,No,$82.03 ,40,Salary,170622.4,28,Manufacturing,Female,Divorced,9.0,20.0,Mail Check,Yes
5666,36,1,No,$52.44 ,40,Salary,109075.2,90,Sales,Male,Divorced,2.0,19.0,Direct Deposit,Yes
5668,38,2,No,$95.14 ,40,Salary,337891.2,58,Marketing,Female,Married,2.0,13.0,Direct Deposit,Yes
5671,52,16,No,$81.96 ,40,Salary,170476.8,78,Research,Male,Married,9.0,8.0,Mail Check,Yes
5674,32,1,No,$28.57 ,40,Salary,38625.6,28,Human Resources,Female,Single,1.0,21.0,Direct Deposit,Yes
5675,32,7,No,$25.04 ,40,Salary,52083.2,12,Healthcare,Female,Divorced,2.0,9.0,Mail Check,Yes
5678,39,1,No,$27.16 ,40,Salary,56492.8,39,Research,Female,Divorced,5.0,12.0,Mail Check,Yes
5679,55,8,No,$82.95 ,40,Salary,172536.0,85,Sales,Female,Married,4.0,23.0,Mail Check,Yes
5682,44,9,No,$51.34 ,40,Salary,106787.2,0,Human Resources,Female,Divorced,1.0,9.0,Mail Check,Yes
5683,57,7,Yes,$89.28 ,40,Salary,285702.4,84,Healthcare,Female,Divorced,4.0,17.0,Mail Check,Yes
5684,58,17,Yes,$40.94 ,40,Salary,85155.2,2,Sales,Female,Married,4.0,10.0,Mail Check,Yes
5685,47,14,Yes,$93.73 ,40,Salary,334958.4,96,Human Resources,Female,Married,6.0,24.0,Mail Check,Yes
5686,46,20,Yes,$71.23 ,40,Salary,148158.4,44,Research,Female,Divorced,6.0,6.0,Mail Check,Yes
5687,49,5,No,$56.17 ,40,Salary,116833.6,63,Healthcare,Male,Divorced,5.0,10.0,Mail Check,Yes
5690,58,13,No,$50.85 ,40,Salary,105768.0,21,Research,Female,Divorced,4.0,19.0,Mail Check,Yes
5691,56,8,No,$41.87 ,40,Salary,87089.6,84,Marketing,Female,Single,7.0,9.0,Mail Check,Yes
5694,47,18,Yes,$94.72 ,40,Salary,337017.6,17,Marketing,Male,Married,4.0,19.0,Mail Check,Yes
5696,52,11,Yes,$39.09 ,40,Salary,81307.2,64,Human Resources,Male,Married,8.0,14.0,Mail Check,Yes
5698,49,19,Yes,$34.67 ,40,Salary,72113.6,22,Human Resources,Female,Single,8.0,6.0,Mail Check,Yes
5700,54,10,No,$75.69 ,40,Salary,157435.2,55,Healthcare,Female,Divorced,9.0,22.0,Direct Deposit,Yes
5702,46,5,No,$41.08 ,40,Salary,85446.4,63,Human Resources,Female,Single,3.0,24.0,Mail Check,Yes
5703,56,19,No,$71.12 ,40,Salary,147929.6,62,Research,Female,Divorced,7.0,20.0,Mail Check,Yes
5704,44,11,No,$77.03 ,40,Salary,160222.4,4,Information Technology,Female,Married,8.0,23.0,Mail Check,Yes
5705,39,1,Yes,$71.84 ,40,Salary,149427.2,57,Research,Female,Married,3.0,16.0,Mail Check,Yes
5706,51,13,No,$59.94 ,40,Salary,124675.2,65,Sales,Female,Married,1.0,14.0,Mail Check,Yes
5708,52,8,No,$62.17 ,40,Salary,129313.6,65,Healthcare,Male,Divorced,9.0,11.0,Mail Check,Yes
5709,34,7,No,$25.59 ,40,Salary,53227.2,80,Sales,Female,Single,4.0,7.0,Mail Check,Yes
5710,37,1,Yes,$47.11 ,40,Salary,97988.8,86,Information Technology,Female,Divorced,4.0,6.0,Mail Check,Yes
5711,44,18,Yes,$40.50 ,40,Salary,84240.0,97,Healthcare,Male,Divorced,6.0,7.0,Mail Check,Yes
5714,56,6,No,$92.40 ,40,Salary,332332.0,84,Research,Male,Married,7.0,18.0,Mail Check,Yes
5715,59,7,Yes,$40.13 ,40,Salary,83470.4,4,Laboratory,Female,Married,2.0,14.0,Mail Check,Yes
5717,22,1,Yes,$22.01 ,40,Salary,45780.8,67,Sales,Female,Single,1.0,6.0,Mail Check,Yes
5718,32,4,No,$23.70 ,40,Salary,49296.0,58,Laboratory,Male,Married,1.0,8.0,Mail Check,Yes
5720,37,4,Yes,$64.82 ,40,Salary,134825.6,58,Sales,Male,Divorced,4.0,24.0,Mail Check,Yes
5721,46,6,Yes,$39.44 ,40,Salary,82035.2,62,Sales,Female,Single,5.0,22.0,Mail Check,Yes
5723,57,19,No,$84.69 ,40,Salary,176155.2,11,Information Technology,Male,Divorced,5.0,15.0,Mail Check,Yes
5725,44,20,Yes,$84.82 ,40,Salary,176425.6,16,Human Resources,Female,Married,9.0,15.0,Mail Check,Yes
5727,36,8,No,$83.95 ,40,Salary,174616.0,85,Marketing,Female,Married,4.0,10.0,Mail Check,Yes
5729,46,20,No,$75.69 ,40,Salary,157435.2,35,Research,Male,Divorced,5.0,16.0,Mail Check,Yes
5730,51,12,Yes,$59.27 ,40,Salary,123281.6,20,Laboratory,Male,Married,2.0,21.0,Direct Deposit,Yes
5731,45,6,Yes,$34.81 ,40,Salary,72404.8,28,Human Resources,Male,Married,5.0,22.0,Direct Deposit,Yes
5732,52,15,No,$83.25 ,40,Salary,173160.0,59,Sales,Female,Married,4.0,11.0,Mail Check,Yes
5734,44,17,No,$72.89 ,40,Salary,151611.2,98,Sales,Male,Divorced,1.0,19.0,Mail Check,Yes
5737,45,8,No,$55.71 ,40,Salary,115876.8,33,Research,Male,Divorced,7.0,25.0,Direct Deposit,Yes
5738,45,15,Yes,$97.82 ,40,Salary,203465.6,28,Information Technology,Female,Married,6.0,13.0,Direct Deposit,Yes
5739,60,9,No,$32.43 ,40,Salary,67454.4,28,Human Resources,Female,Married,5.0,13.0,Mail Check,Yes
5740,57,17,Yes,$80.15 ,40,Salary,166712.0,24,Human Resources,Male,Divorced,9.0,14.0,Mail Check,Yes
5741,36,9,No,$31.49 ,40,Salary,65499.2,67,Healthcare,Female,Married,4.0,16.0,Mail Check,Yes
5742,46,13,Yes,$83.30 ,40,Salary,173264.0,52,Research,Female,Divorced,4.0,25.0,Mail Check,Yes
5746,44,15,No,$73.74 ,40,Salary,153379.2,97,Healthcare,Male,Married,4.0,18.0,Mail Check,Yes
5748,49,17,No,$57.28 ,40,Salary,133142.4,10,Sales,Female,Divorced,3.0,23.0,Mail Check,Yes
5750,31,1,No,$24.58 ,40,Salary,51126.4,55,Laboratory,Female,Single,2.0,5.0,Mail Check,Yes
5751,35,6,No,$30.96 ,40,Salary,64396.8,62,Manufacturing,Male,Married,4.0,14.0,Mail Check,Yes
5752,50,15,Yes,$43.06 ,40,Salary,89564.8,11,Manufacturing,Male,Single,5.0,20.0,Mail Check,Yes
5755,34,6,No,$29.80 ,40,Salary,63384.0,27,Research,Male,Divorced,3.0,25.0,Mail Check,Yes
5757,30,3,No,$24.07 ,40,Salary,50065.6,56,Laboratory,Female,Single,2.0,9.0,Mail Check,Yes
5758,56,11,Yes,$92.63 ,40,Salary,332670.4,82,Research,Female,Married,7.0,14.0,Mail Check,Yes
5764,39,4,Yes,$97.22 ,40,Salary,202217.6,13,Laboratory,Female,Married,5.0,11.0,Direct Deposit,Yes
5767,54,15,Yes,$63.45 ,40,Salary,133376.0,83,Laboratory,Female,Divorced,1.0,20.0,Direct Deposit,Yes
5768,42,4,No,$61.98 ,40,Salary,128928.4,26,Sales,Male,Divorced,7.0,6.0,Mail Check,Yes
5769,36,5,No,$88.06 ,40,Salary,283164.8,20,Manufacturing,Female,Married,5.0,9.0,Mail Check,Yes
5770,55,10,Yes,$83.91 ,40,Salary,174532.8,63,Research,Female,Divorced,4.0,22.0,Mail Check,Yes
5771,42,4,Yes,$79.87 ,40,Salary,166129.6,14,Sales,Female,Married,2.0,19.0,Mail Check,Yes
5772,59,13,No,$52.13 ,40,Salary,108430.4,3,Research,Female,Divorced,6.0,23.0,Mail Check,Yes
5773,55,19,No,$77.84 ,40,Salary,163307.2,13,Laboratory,Female,Divorced,2.0,5.0,Mail Check,Yes
5775,30,2,Yes,$24.66 ,40,Salary,51292.8,11,Information Technology,Female,Divorced,3.0,8.0,Direct Deposit,Yes
5777,41,5,No,$44.32 ,40,Salary,92285.6,71,Research,Male,Married,2.0,25.0,Mail Check,Yes
5778,37,8,No,$66.35 ,40,Salary,138008.0,33,Information Technology,Female,Divorced,2.0,9.0,Mail Check,Yes
5779,36,6,No,$30.54 ,40,Salary,63523.2,11,Manufacturing,Female,Divorced,4.0,20.0,Mail Check,Yes
5780,46,9,Yes,$63.57 ,40,Salary,132225.6,70,Research,Female,Divorced,9.0,23.0,Direct Deposit,Yes
5782,30,5,Yes,$25.40 ,40,Salary,52832.0,70,Research,Male,Married,1.0,22.0,Mail Check,Yes
5784,46,10,No,$96.53 ,40,Salary,200782.4,6,Human Resources,Female,Divorced,6.0,18.0,Mail Check,Yes
5785,47,17,Yes,$81.39 ,40,Salary,169291.2,37,Research,Female,Divorced,7.0,10.0,Mail Check,Yes
5787,54,20,Yes,$80.10 ,40,Salary,166608.0,22,Laboratory,Female,Divorced,6.0,23.0,Mail Check,Yes
5788,36,9,No,$29.26 ,40,Salary,60860.8,68,Information Technology,Male,Married,2.0,14.0,Direct Deposit,Yes
5789,44,10,No,$76.03 ,40,Salary,158142.4,5,Manufacturing,Female,Divorced,6.0,20.0,Mail Check,Yes
5791,54,6,Yes,$48.93 ,40,Salary,101774.4,90,Laboratory,Female,Married,5.0,13.0,Mail Check,Yes
5794,21,1,Yes,$20.31 ,40,Salary,42244.8,33,Sales,Female,Single,1.0,15.0,Direct Deposit,Yes
5796,36,2,No,$95.17 ,40,Salary,337953.6,77,Marketing,Male,Married,6.0,16.0,Direct Deposit,Yes
5797,56,8,Yes,$45.88 ,40,Salary,95430.4,73,Sales,Female,Married,7.0,6.0,Direct Deposit,Yes
5798,54,9,No,$34.03 ,40,Salary,70782.4,69,Sales,Male,Single,4.0,11.0,Mail Check,Yes
5799,42,9,Yes,$59.41 ,40,Salary,123572.8,24,Human Resources,Male,Married,3.0,20.0,Direct Deposit,Yes
5801,52,19,Yes,$64.74 ,40,Salary,134659.2,29,Research,Female,Divorced,3.0,5.0,Mail Check,Yes
5802,60,9,No,$34.91 ,40,Salary,72612.8,4,Research,Female,Single,9.0,14.0,Mail Check,Yes
5804,60,19,No,$34.48 ,40,Salary,71728.4,33,Information Technology,Male,Single,5.0,19.0,Mail Check,Yes
5805,38,9,Yes,$30.02 ,40,Salary,14558.4,13,Marketing,Female,Married,6.0,17.0,Mail Check,Yes
5806,26,3,Yes,$22.35 ,40,Salary,46488.0,99,Manufacturing,Female,Married,3.0,14.0,Mail Check,Yes
5807,51,5,No,$87.72 ,40,Salary,282457.6,11,Information Technology,Female,Divorced,1.0,7.0,Mail Check,Yes
5810,25,3,Yes,$20.74 ,40,Salary,43139.2,46,Manufacturing,Female,Married,2.0,17.0,Mail Check,Yes
5811,24,1,Yes,$20.06 ,40,Salary,41724.8,10,Research,Female,Single,1.0,20.0,Mail Check,Yes
5812,27,1,Yes,$22.03 ,40,Salary,4822.4,0,Research,Male,Divorced,3.0,9.0,Mail Check,Yes
5813,57,17,Yes,$48.94 ,40,Salary,101795.2,86,Marketing,Male,Divorced,7.0,20.0,Mail Check,Yes
5814,25,3,No,$22.47 ,40,Salary,46737.6,35,Research,Male,Single,2.0,23.0,Direct Deposit,Yes
5816,41,7,No,$38.81 ,40,Salary,80724.8,9,Human Resources,Female,Divorced,2.0,5.0,Mail Check,Yes
5819,31,4,Yes,$23.61 ,40,Salary,49108.8,10,Sales,Male,Married,2.0,18.0,Mail Check,Yes
5820,30,5,Yes,$29.04 ,40,Salary,60403.2,11,Sales,Female,Single,2.0,17.0,Direct Deposit,Yes
5822,61,20,Yes,$67.04 ,40,Salary,139443.2,76,Sales,Female,Divorced,2.0,19.0,Mail Check,Yes
5823,51,20,No,$41.13 ,40,Salary,85550.4,45,Information Technology,Female,Divorced,1.0,25.0,Mail Check,Yes
5824,54,6,No,$95.48 ,40,Salary,338598.4,39,Sales,Female,Divorced,5.0,17.0,Mail Check,Yes
5825,53,17,No,$56.59 ,40,Salary,117707.2,67,Sales,Female,Divorced,6.0,5.0,Direct Deposit,Yes
5826,42,10,Yes,$31.26 ,40,Salary,65020.8,93,Manufacturing,Female,Married,7.0,20.0,Direct Deposit,Yes
5829,30,2,No,$29.15 ,40,Salary,58502.4,76,Research,Female,Single,3.0,23.0,Direct Deposit,Yes
5830,50,5,No,$85.86 ,40,Salary,178588.8,27,Human Resources,Male,Married,4.0,5.0,Mail Check,Yes
5832,51,19,No,$37.40 ,40,Salary,77792.0,16,Marketing,Female,Divorced,7.0,5.0,Direct Deposit,Yes
5833,46,18,No,$68.21 ,40,Salary,142876.8,59,Research,Prefer Not to Answer,Divorced,6.0,11.0,Mail Check,Yes
5834,40,9,Yes,$78.38 ,40,Salary,163030.4,93,Information Technology,Prefer Not to Answer,Divorced,2.0,22.0,Mail Check,Yes
5835,57,14,Yes,$32.36 ,40,Salary,67308.8,45,Manufacturing,Male,Single,5.0,14.0,Mail Check,Yes
5836,54,12,Yes,$83.77 ,40,Salary,174241.6,34,Research,Female,Divorced,5.0,24.0,Mail Check,Yes
5838,33,4,Yes,$29.31 ,40,Salary,62142.4,43,Research,Female,Married,4.0,13.0,Mail Check,Yes
5840,56,5,No,$71.42 ,40,Salary,148553.6,57,Sales,Female,Married,2.0,9.0,Mail Check,Yes
5847,38,5,Yes,$27.01 ,40,Salary,56280.8,58,Human Resources,Male,Divorced,4.0,9.0,Mail Check,Yes
5848,38,4,Yes,$27.80 ,40,Salary,57824.0,71,Sales,Male,Single,6.0,18.0,Mail Check,Yes
5849,36,9,Yes,$82.51 ,40,Salary,171620.8,69,Marketing,Female,Divorced,4.0,13.0,Direct Deposit,Yes
5850,55,6,Yes,$52.40 ,40,Salary,108992.0,32,Healthcare,Male,Divorced,8.0,21.0,Mail Check,Yes
5851,54,20,No,$37.85 ,40,Salary,78728.0,41,Information Technology,Male,Single,3.0,11.0,Mail Check,Yes
5852,24,1,No,$21.85 ,40,Salary,45448.0,5,Sales,Male,Single,2.0,19.0,Direct Deposit,Yes
5853,36,4,Yes,$48.16 ,40,Salary,100172.8,37,Healthcare,Male,Married,1.0,6.0,Mail Check,Yes
5854,37,9,Yes,$39.90 ,40,Salary,82992.0,92,Healthcare,Female,Married,4.0,8.0,Mail Check,Yes
5855,50,7,Yes,$74.33 ,40,Salary,154315.2,28,Sales,Female,Married,5.0,6.0,Mail Check,Yes
5857,58,12,Yes,$40.59 ,40,Salary,84427.2,44,Human Resources,Male,Single,7.0,9.0,Mail Check,Yes
5858,51,12,Yes,$60.04 ,40,Salary,124883.2,13,Manufacturing,Male,Divorced,4.0,25.0,Mail Check,Yes
5859,25,3,Yes,$22.00 ,40,Salary,45760.0,69,Information Technology,Female,Single,2.0,21.0,Mail Check,Yes
5860,53,18,No,$60.11 ,40,Salary,125028.8,43,Marketing,Female,Married,9.0,6.0,Direct Deposit,Yes
5862,55,9,Yes,$97.78 ,40,Salary,203382.4,47,Marketing,Male,Single,6.0,17.0,Direct Deposit,No
5867,35,4,Yes,$27.75 ,40,Salary,57720.0,38,Marketing,Female,Divorced,5.0,10.0,Direct Deposit,Yes
5868,49,20,Yes,$75.03 ,40,Salary,156062.4,73,Research,Female,Married,1.0,18.0,Direct Deposit,Yes
5869,38,9,No,$25.96 ,40,Salary,53996.8,23,Healthcare,Female,Single,5.0,15.0,Mail Check,Yes
5874,35,1,No,$27.12 ,40,Salary,56409.6,37,Sales,Male,Married,1.0,10.0,Mail Check,Yes
5875,33,5,Yes,$22.99 ,40,Salary,47833.2,89,Manufacturing,Female,Divorced,1.0,7.0,Mail Check,Yes
5876,51,7,Yes,$86.38 ,40,Salary,179670.4,3,Laboratory,Male,Divorced,4.0,10.0,Mail Check,Yes
5879,51,11,Yes,$75.47 ,40,Salary,156977.6,91,Sales,Male,Divorced,3.0,25.0,Mail Check,Yes
5881,47,10,No,$37.37 ,40,Salary,77729.6,4,Healthcare,Male,Married,4.0,8.0,Mail Check,Yes
5882,41,8,No,$56.48 ,40,Salary,117478.4,12,Manufacturing,Male,Divorced,7.0,24.0,Mail Check,Yes
5883,61,13,No,$41.10 ,40,Salary,85488.0,47,Sales,Female,Single,9.0,5.0,Mail Check,Yes
5884,33,3,No,$28.03 ,40,Salary,58302.4,35,Sales,Female,Single,4.0,25.0,Mail Check,Yes
5886,46,19,Yes,$83.88 ,40,Salary,174470.4,65,Sales,Male,Divorced,3.0,22.0,Mail Check,Yes
5887,40,8,No,$64.41 ,40,Salary,133972.8,31,Marketing,Female,Divorced,7.0,11.0,Mail Check,Yes
5888,59,10,Yes,$36.99 ,40,Salary,76939.2,92,Marketing,Male,Divorced,7.0,14.0,Mail Check,Yes
5890,61,20,No,$76.54 ,40,Salary,159203.2,53,Healthcare,Male,Married,6.0,17.0,Mail Check,Yes
5891,37,4,Yes,$89.80 ,40,Salary,286784.0,3,Manufacturing,Male,Divorced,5.0,19.0,Direct Deposit,Yes
5892,42,4,Yes,$59.56 ,40,Salary,123884.8,76,Research,Male,Married,1.0,19.0,Mail Check,Yes
5893,57,16,Yes,$58.73 ,40,Salary,122158.4,53,Sales,Male,Married,1.0,23.0,Direct Deposit,Yes
5896,30,4,Yes,$28.83 ,40,Salary,59966.4,84,Laboratory,Female,Single,2.0,15.0,Direct Deposit,Yes
5897,52,8,Yes,$67.06 ,40,Salary,139484.8,59,Sales,Female,Married,9.0,11.0,Mail Check,Yes
5901,37,7,No,$72.52 ,40,Salary,150841.6,78,Healthcare,Male,Divorced,5.0,19.0,Direct Deposit,Yes
5902,50,20,Yes,$89.52 ,40,Salary,286201.6,61,Marketing,Male,Divorced,4.0,19.0,Mail Check,Yes
5903,58,17,No,$73.94 ,40,Salary,153795.2,96,Manufacturing,Female,Married,5.0,8.0,Mail Check,Yes
5904,36,9,No,$28.28 ,40,Salary,58822.4,4,Manufacturing,Female,Single,4.0,8.0,Direct Deposit,Yes
5905,56,10,Yes,$37.47 ,40,Salary,77937.6,2,Research,Male,Divorced,5.0,6.0,Direct Deposit,Yes
5906,33,4,Yes,$24.07 ,40,Salary,50065.6,26,Marketing,Female,Single,3.0,23.0,Mail Check,Yes
5908,60,10,Yes,$73.37 ,40,Salary,152609.6,88,Marketing,Female,Married,6.0,12.0,Mail Check,Yes
5909,38,1,Yes,$84.57 ,40,Salary,175905.6,97,Manufacturing,Female,Married,5.0,15.0,Mail Check,Yes
5913,36,1,Yes,$27.58 ,40,Salary,57366.4,45,Human Resources,Male,Single,6.0,9.0,Mail Check,Yes
5914,31,8,No,$28.26 ,40,Salary,37980.8,59,Human Resources,Female,Single,2.0,22.0,Mail Check,Yes
5915,33,7,Yes,$26.41 ,40,Salary,54932.8,9,Manufacturing,Male,Single,1.0,15.0,Mail Check,Yes
5920,37,6,Yes,$74.46 ,40,Salary,154876.8,40,Laboratory,Female,Divorced,2.0,15.0,Mail Check,Yes
5921,35,8,No,$30.63 ,40,Salary,63710.4,7,Research,Female,Single,3.0,17.0,Direct Deposit,Yes
5922,39,10,No,$80.32 ,40,Salary,167065.6,55,Research,Female,Divorced,6.0,14.0,Mail Check,Yes
5925,46,6,No,$97.45 ,40,Salary,202696.0,63,Information Technology,Male,Single,2.0,23.0,Mail Check,No
5930,38,2,No,$77.14 ,40,Salary,160451.2,47,Sales,Female,Married,3.0,22.0,Direct Deposit,Yes
5932,54,5,No,$53.23 ,40,Salary,110728.4,6,Research,Male,Married,3.0,9.0,Mail Check,Yes
5933,56,14,Yes,$85.49 ,40,Salary,177833.2,11,Manufacturing,Female,Married,1.0,25.0,Mail Check,Yes
5935,42,1,No,$75.28 ,40,Salary,156374.4,79,Marketing,Female,Married,4.0,16.0,Mail Check,Yes
5936,36,2,Yes,$59.57 ,40,Salary,123905.6,6,Manufacturing,Male,Divorced,1.0,7.0,Mail Check,Yes
5938,48,9,No,$42.98 ,40,Salary,89398.4,4,Sales,Male,Single,7.0,11.0,Mail Check,Yes
5941,49,15,No,$93.98 ,40,Salary,335478.4,82,Laboratory,Female,Married,1.0,22.0,Mail Check,Yes
5942,59,11,No,$35.57 ,40,Salary,73985.6,42,Sales,Female,Single,4.0,14.0,Direct Deposit,Yes
5944,36,3,Yes,$77.72 ,40,Salary,161657.6,93,Healthcare,Male,Divorced,2.0,16.0,Mail Check,Yes
5946,39,6,Yes,$64.95 ,40,Salary,135096.0,52,Research,Male,Married,2.0,22.0,Mail Check,Yes
5947,33,9,No,$26.66 ,40,Salary,55452.8,3,Sales,Female,Married,2.0,14.0,Mail Check,Yes
5951,45,17,Yes,$59.96 ,40,Salary,124716.8,58,Healthcare,Female,Divorced,7.0,18.0,Direct Deposit,Yes
5953,47,9,Yes,$34.36 ,40,Salary,71468.8,13,Human Resources,Female,Married,2.0,15.0,Direct Deposit,Yes
5954,22,1,Yes,$22.12 ,40,Salary,46009.6,99,Healthcare,Male,Single,2.0,21.0,Direct Deposit,Yes
5955,57,12,Yes,$63.89 ,40,Salary,132891.2,55,Manufacturing,Male,Divorced,6.0,25.0,Direct Deposit,Yes
5958,56,16,Yes,$80.81 ,40,Salary,168084.8,71,Manufacturing,Female,Married,7.0,11.0,Mail Check,Yes
5959,48,13,Yes,$34.28 ,40,Salary,71302.4,81,Manufacturing,Female,Married,1.0,9.0,Mail Check,Yes
5960,37,4,Yes,$30.37 ,40,Salary,63169.6,74,Manufacturing,Male,Single,2.0,9.0,Direct Deposit,Yes
5962,55,10,No,$87.57 ,40,Salary,282145.6,31,Laboratory,Male,Married,9.0,15.0,Mail Check,Yes
5963,47,11,Yes,$42.79 ,40,Salary,89003.2,22,Research,Female,Married,4.0,7.0,Mail Check,Yes
5964,56,8,No,$40.24 ,40,Salary,83699.2,13,Research,Male,Married,1.0,22.0,Mail Check,Yes
5965,42,7,No,$76.68 ,40,Salary,159494.4,42,Information Technology,Female,Divorced,7.0,5.0,Direct Deposit,Yes
5967,54,10,No,$76.68 ,40,Salary,159494.4,2,Research,Female,Married,9.0,19.0,Direct Deposit,Yes
5971,39,2,Yes,$28.23 ,40,Salary,58728.4,44,Laboratory,Male,Divorced,8.0,8.0,Mail Check,Yes
5972,61,19,Yes,$34.39 ,40,Salary,71531.2,64,Human Resources,Male,Single,8.0,21.0,Mail Check,Yes
5973,22,1,Yes,$22.46 ,40,Salary,46716.8,34,Sales,Male,Married,1.0,10.0,Mail Check,Yes
5974,52,8,Yes,$82.09 ,40,Salary,170747.2,30,Laboratory,Female,Divorced,1.0,8.0,Direct Deposit,Yes
5975,33,10,Yes,$29.68 ,40,Salary,61734.4,5,Human Resources,Female,Divorced,1.0,17.0,Mail Check,Yes
5978,37,7,Yes,$34.93 ,40,Salary,72654.4,0,Information Technology,Female,Divorced,5.0,13.0,Mail Check,Yes
5980,40,5,No,$62.95 ,40,Salary,130936.0,30,Marketing,Male,Married,1.0,14.0,Mail Check,Yes
5981,61,9,Yes,$95.72 ,40,Salary,339097.6,66,Research,Female,Married,6.0,8.0,Direct Deposit,Yes
5982,43,7,No,$55.78 ,40,Salary,116022.4,36,Sales,Male,Divorced,5.0,17.0,Mail Check,Yes
5983,48,10,No,$85.49 ,40,Salary,177833.2,25,Laboratory,Male,Divorced,1.0,11.0,Mail Check,Yes
5987,47,10,No,$35.84 ,40,Salary,74547.2,61,Research,Female,Married,1.0,16.0,Direct Deposit,Yes
