Price,SquareFootage,NumBathrooms,CrimeRate,SchoolRating,RenovationQuality,LocalAmenities,DistanceToCityCenter,Garage
593545.3229,1779.72,2.871746037,28.39,9.34,5.71,10.0,7.4,1
295655.806,1694.81,2.068819406,27.34,6.62,4.84,5.83,5.32,0
301531.291,1688.66,2.920013713,15.56,9.18,6.93,9.48,7.99,0
210741.0948,550.0,3.129442588,43.36,7.71,5.27,5.22,20.2,1
347354.1662,907.53,1.0,11.45,2.2,3.76,4.73,43.65,0
278669.5552,1207.53,2.739403801,52.36,6.16,7.57,8.47,14.35,1
477165.3027,1042.11,2.397479392,25.92,10.0,5.05,10.0,3.85,0
232895.9821,1235.16,2.445413443,38.95,5.7,7.34,6.71,16.96,0
286157.5785,1072.14,3.561651219,54.33,9.77,6.32,5.64,11.51,0
281207.9236,1037.71,1.09209856,26.89,8.24,3.73,3.78,34.18,0
353661.9706,753.57,2.022755709,9.15,10.0,5.0,9.61,35.04,0
381979.7939,1424.81,4.543231399,52.83,5.48,3.69,8.7,3.18,0
471910.8547,627.46,1.1951207,49.24,4.75,1.68,5.91,19.93,0
219383.0633,693.41,1.0,45.84,6.27,5.63,4.11,25.06,1
383782.12,772.35,1.85799371,9.02,8.44,4.8,4.92,3.1,1
208066.991,550.0,1.0,58.14,4.39,5.63,4.83,4.38,0
361524.6245,1143.01,2.860662582,66.91,6.72,2.63,3.28,53.19,1
659953.378,1239.61,2.545467564,35.62,8.2,6.15,7.05,6.75,0
224359.4159,1014.03,2.128532669,47.7,10.0,4.06,5.38,9.11,1
332770.3718,743.83,3.065009116,22.8,3.25,5.53,10.0,12.23,0
482770.4988,2708.44,3.928910621,47.06,9.19,9.46,6.73,17.8,1
216370.6087,907.67,1.491771879,19.17,8.54,6.64,9.01,22.88,1
418251.3239,1077.67,3.281676625,60.19,7.8,4.25,6.09,1.17,0
254496.9435,550.0,1.343697472,29.29,5.97,3.59,2.3,7.49,1
115019.541,869.73,1.0,31.82,6.3,3.62,5.99,3.23,0
100174.4082,1029.9,1.650789666,34.01,4.65,4.45,5.0,25.25,1
347081.426,550.0,2.055769482,11.97,7.31,5.73,9.41,6.22,0
525363.0919,1117.59,2.563403714,34.48,9.31,7.01,4.41,21.81,0
646044.7923,1628.4,2.88028503,28.95,9.3,8.19,4.18,13.45,0
387011.2144,1262.8,2.361664394,9.49,7.64,3.36,8.46,3.55,0
240366.07,550.0,1.406700187,14.23,4.53,4.52,10.0,15.83,0
501007.4446,1625.37,3.468749086,49.12,5.71,6.69,7.07,16.29,0
281735.2741,637.46,3.233333144,39.37,9.86,4.75,2.5,2.28,0
136459.9782,550.0,1.053595204,21.18,6.84,3.65,7.1,16.86,1
620090.1414,1993.82,3.871697874,15.01,10.0,6.73,9.51,20.04,1
273118.2426,1286.95,1.0,60.72,4.44,5.71,1.6,8.62,0
153088.6481,796.16,1.0,62.82,6.02,4.46,7.28,31.1,0
466284.5385,686.31,2.410394034,7.56,8.82,4.21,5.28,10.78,1
347521.6518,1130.98,3.349106902,7.6,7.16,5.89,1.31,26.38,1
97658.68326,570.95,1.072237852,51.1,5.69,5.06,2.82,33.36,1
450177.8117,1624.02,2.092767281,9.1,7.8,5.19,5.67,15.4,0
107024.1718,550.0,2.351374466,9.25,6.43,2.88,2.88,11.77,0
310568.5287,794.37,3.36973666,15.58,5.79,4.8,2.83,26.83,0
231360.7667,1025.84,1.708735613,13.57,5.03,5.84,5.53,20.69,1
387343.3414,1050.8,2.74144018,22.15,7.66,5.77,9.39,42.99,0
381358.9809,1236.22,1.0,5.85,7.5,2.27,3.41,13.77,0
143398.796,550.0,3.078351494,39.76,5.05,6.62,5.87,20.21,0
474627.2892,1855.43,1.468525379,21.83,5.99,8.68,3.55,8.58,1
461259.7733,1221.31,3.869980855,17.23,8.97,7.5,8.56,3.91,1
448211.1312,1399.26,1.078026363,29.05,6.92,3.0,4.97,5.18,1
92938.70913,960.39,2.285729073,48.45,5.06,4.89,7.54,19.38,1
424157.0636,1266.03,1.479087612,8.01,8.24,5.25,5.05,0.43,1
422702.956,1634.15,3.156584263,22.1,7.3,6.64,6.09,29.34,0
153917.287,1099.39,2.091523985,30.55,5.49,6.21,10.0,33.23,0
453381.6964,1649.83,2.09443974,27.17,9.57,5.48,4.36,9.93,0
468387.3522,969.93,2.910999291,10.58,5.77,4.48,6.92,12.24,1
562257.4662,2248.84,4.228159415,21.06,10.0,8.18,8.27,13.65,0
93232.90803,550.0,3.557614325,39.02,4.79,1.48,6.19,10.68,0
224747.4841,587.4,2.358537036,36.43,7.01,3.42,9.81,11.36,1
213545.5455,550.0,1.597603235,16.11,6.84,3.19,1.8,28.38,0
257575.6003,823.51,3.22873104,25.85,6.29,5.44,2.76,49.65,1
374394.5975,1558.66,3.083776499,34.11,8.89,6.44,10.0,20.81,1
348708.1724,1393.42,2.503858343,0.91,5.25,5.33,2.11,0.8,0
448917.0742,1285.44,2.401828628,30.45,7.47,6.72,7.18,19.86,0
365297.3814,1570.07,3.719974386,12.88,7.61,7.81,6.06,18.9,1
152757.5791,550.0,1.461690019,22.66,6.85,6.21,10.0,42.5,0
275840.3174,935.51,1.895103414,43.09,6.35,5.55,6.2,45.69,1
484933.0256,1300.82,2.607157512,46.48,8.53,5.2,5.79,38.5,0
370321.2777,1435.66,1.0,23.38,6.95,6.42,2.87,19.71,0
292786.7026,550.0,2.253239814,6.62,7.59,2.93,7.65,12.89,1
228894.6688,1434.23,2.343958386,7.96,9.04,5.21,4.51,17.43,0
353073.7393,1289.99,1.994528184,65.22,8.19,8.44,10.0,11.6,0
267446.7827,550.0,1.146577118,51.97,6.99,6.16,8.0,9.84,0
370271.3157,550.0,1.196183734,33.22,2.51,1.4,5.46,2.98,0
104158.8928,690.05,1.378203219,35.7,5.59,4.28,3.73,5.59,0
447877.4851,1745.79,3.632566647,14.07,7.3,6.4,1.86,8.44,0
129900.059,550.0,3.568884996,26.15,5.94,5.82,10.0,16.07,0
340568.4586,982.87,2.100869448,17.54,7.62,5.51,3.37,34.62,1
450120.2274,1323.84,3.767558618,30.8,7.17,6.12,4.51,1.95,1
114429.4825,550.0,1.856617399,40.94,4.06,4.81,10.0,21.25,1
104513.2586,550.0,2.150065783,46.86,4.8,4.5,4.26,3.29,0
324845.1451,550.0,1.911317526,43.69,5.56,3.37,6.39,2.22,1
117006.0878,883.65,1.698234376,69.75,6.29,1.29,6.63,15.06,0
381307.9566,923.6,3.450385606,44.11,8.15,5.86,3.54,22.55,0
115916.9002,794.53,2.09065174,6.72,6.92,4.86,5.09,33.23,0
242997.8024,550.0,2.852364145,43.1,8.32,4.9,5.59,19.56,0
395737.0034,1679.48,1.808388196,65.43,7.31,5.44,4.77,5.64,0
441519.1742,1304.89,4.018235305,37.06,9.28,6.0,1.2,11.85,1
310836.675,1155.16,2.083702523,47.38,4.35,4.26,2.77,12.82,1
290953.5195,1835.88,1.0,6.22,8.34,5.07,10.0,16.01,1
210357.1794,974.94,1.056837421,24.58,6.27,3.28,3.49,14.93,1
249026.8006,1297.69,2.896392177,37.61,9.13,3.54,6.35,7.16,0
529933.9121,1532.08,3.279911887,31.49,8.46,7.76,9.54,1.1,0
485007.0675,1724.11,2.165729143,30.88,6.96,7.03,4.91,21.31,0
308251.633,789.27,2.664533798,58.5,10.0,8.73,7.4,7.97,1
562999.5872,1714.11,1.895955694,20.35,9.25,7.45,8.05,18.4,1
340631.8618,980.86,1.592912204,31.73,5.76,3.15,7.36,23.59,0
523767.7046,1489.93,3.176080445,24.76,9.13,8.4,6.56,4.43,1
126907.9817,854.94,1.0,59.28,5.82,4.88,4.63,29.19,0
146561.8749,741.88,2.44212541,64.32,3.76,0.08,4.79,17.91,1
343291.7696,1496.13,3.009158001,7.99,5.82,6.72,7.73,18.91,1
290997.8478,832.82,2.511030586,27.69,7.08,3.26,6.5,22.94,0
380932.1843,964.37,3.32549664,24.98,6.12,3.46,6.14,21.3,1
242757.0393,550.0,1.0,29.73,5.97,5.92,10.0,1.71,0
509827.0368,1080.35,2.476186093,54.64,8.86,3.68,3.93,25.59,1
472529.7265,1403.77,2.245573102,24.71,6.37,2.27,3.57,4.21,1
274502.3597,550.0,1.93007416,43.19,5.31,2.1,0.95,44.76,1
132388.1021,779.1,1.210573587,31.39,2.59,3.07,2.98,41.19,0
404306.4957,944.74,2.211420114,62.6,7.16,7.26,10.0,18.31,0
329247.9503,1485.34,4.012901604,67.23,8.31,5.56,7.81,0.04,0
334222.911,1128.09,2.512733384,23.63,8.37,3.95,6.23,8.35,0
339524.9233,1421.46,3.54475307,14.46,7.26,5.65,8.2,33.12,1
585368.7054,1423.13,3.48029946,1.31,10.0,5.93,10.0,4.72,0
502126.3337,1264.62,3.34515454,49.7,8.97,3.73,8.91,19.74,0
246889.3273,812.79,3.312295842,2.81,6.15,4.85,5.23,6.9,0
240660.9713,1491.62,1.0,35.19,4.45,5.38,5.07,2.28,0
284932.3879,993.08,2.884035331,38.4,7.21,6.2,5.51,26.1,0
125238.514,550.0,1.0,23.94,8.75,4.66,10.0,14.81,0
214698.3418,1005.09,2.620519967,35.63,8.9,4.64,6.5,19.38,1
382323.3238,1110.0,1.629167785,10.05,6.21,6.85,5.9,5.96,0
553529.407,1558.41,3.892287571,8.92,10.0,5.98,10.0,14.66,1
586566.5032,951.57,2.919625701,44.36,4.16,4.87,7.69,16.57,1
538563.3249,783.16,3.590101283,38.33,6.53,5.63,8.03,31.26,0
123248.2187,550.0,1.719618789,12.75,5.9,2.4,9.43,7.21,1
146166.2415,1082.1,1.728196092,19.5,6.4,5.15,5.65,25.34,0
251505.5591,1092.77,1.0,35.32,5.26,5.65,9.12,25.16,0
368115.7688,959.56,5.199416616,22.58,8.17,5.27,8.79,3.65,0
240192.4531,804.51,1.759757386,61.67,8.55,5.44,6.9,13.14,1
342235.6781,1667.57,2.326173617,9.92,7.56,6.26,2.5,19.82,1
310011.5463,830.53,1.323549075,39.68,4.78,6.6,8.96,25.0,0
438073.2503,946.23,2.310242007,85.81,9.85,6.58,10.0,11.64,0
250129.0723,733.8,4.182527766,37.07,7.85,4.46,5.23,15.06,0
134947.6784,571.32,1.0,6.49,5.28,1.01,0.68,14.63,0
124403.889,1038.58,1.323930318,45.26,1.97,2.88,2.43,36.82,0
440072.279,1538.84,2.39565951,52.81,10.0,6.71,6.18,11.64,0
258582.6683,971.55,1.287436442,5.99,8.14,6.62,8.73,8.33,1
252517.6259,595.59,2.887519364,36.63,7.1,6.29,4.74,0.5,1
258512.2302,652.12,2.512237431,13.08,6.99,3.78,7.51,16.96,0
498653.2234,1921.88,1.522281992,50.88,7.46,8.52,5.06,30.66,0
329619.015,651.16,1.947021959,2.35,9.77,5.59,9.04,22.68,0
279867.7461,1033.49,2.715878248,37.44,5.75,4.73,4.08,25.52,0
323164.5796,1871.4,2.626053311,30.08,6.28,4.18,3.46,0.39,0
403830.6891,1001.84,3.428486819,9.02,9.21,6.34,6.21,7.33,0
215155.1638,1795.33,1.0,55.56,6.73,4.96,5.26,33.87,0
261183.9614,1263.08,2.39577864,26.35,7.63,6.04,4.18,29.64,0
227842.6556,671.09,1.78416945,44.77,6.32,3.39,2.24,19.07,0
197999.7267,1044.25,2.221232386,29.77,7.54,2.35,8.75,27.18,1
176935.0647,1815.46,1.0,19.91,5.11,4.14,6.37,29.64,0
108440.3348,961.1,1.0,31.93,6.66,4.09,7.76,34.04,0
299913.9487,697.13,2.22242201,68.64,7.91,4.19,7.66,10.78,1
249306.0817,1312.12,1.822728798,18.96,7.75,5.29,4.66,6.32,0
250513.3016,829.58,1.907398915,23.32,3.08,3.52,5.86,18.52,1
762115.1725,2490.43,3.307885512,34.89,9.54,8.09,3.53,18.42,0
329381.0779,1001.56,1.384357791,30.18,5.05,4.94,5.93,30.35,0
200388.3774,1046.96,1.0,7.39,7.78,4.97,6.9,7.51,0
409778.0401,1545.27,1.025032678,35.74,6.53,3.96,1.12,39.69,0
413974.069,550.0,3.542564482,1.83,6.88,7.89,6.72,25.82,1
103526.004,550.0,1.0,45.34,2.81,3.21,6.58,5.3,0
257858.5181,1621.94,2.555138548,34.41,5.88,7.46,10.0,3.46,0
232581.0797,661.77,2.063073535,21.61,6.15,5.55,6.24,35.1,0
190445.474,812.11,1.0,32.76,8.34,5.17,6.07,18.92,0
319907.6503,550.0,1.444868191,34.49,4.48,3.9,1.95,16.18,1
265244.4909,1092.04,1.879104679,36.76,8.84,5.72,3.93,14.94,1
186239.1336,550.0,1.666303248,37.94,6.14,4.26,3.43,26.27,1
401616.0384,1324.19,2.356585355,16.72,8.52,5.55,3.91,2.66,0
550806.2523,1156.86,3.534017948,15.05,10.0,7.11,9.43,6.58,1
575483.7131,1608.87,3.576349096,23.12,9.02,7.0,6.66,5.85,1
190496.3225,1031.39,2.252930749,14.48,8.34,3.36,5.93,2.9,1
325511.0531,1598.52,2.342005901,2.16,9.69,5.56,5.54,23.53,0
538782.9954,780.03,4.016612021,29.6,8.11,5.1,6.1,20.37,1
249095.1846,1102.15,1.450207084,56.57,5.46,1.94,7.0,0.96,0
172778.1646,891.48,1.202354245,14.33,5.54,6.83,9.48,11.9,0
340874.8921,550.0,1.748579274,25.36,8.29,5.24,3.64,8.27,1
273342.7544,1455.53,1.0,26.49,9.99,2.07,5.98,16.17,0
204548.7601,1191.08,2.352083642,65.89,5.37,3.99,0.48,26.4,0
384459.5762,1493.52,2.432358658,16.21,4.91,4.74,8.92,3.14,0
330214.4503,1005.66,1.524330687,24.34,6.2,4.4,8.93,19.42,1
516493.2791,1318.48,3.967822363,18.15,7.79,6.22,2.81,17.27,0
431148.7435,1637.19,1.0,4.91,10.0,6.94,7.45,5.46,1
430033.2976,1695.41,4.439889241,15.13,7.87,8.53,6.62,5.76,0
757606.1064,927.68,3.237374127,38.64,7.7,5.03,7.5,15.72,1
239682.4448,1182.12,1.0,45.22,5.63,2.51,1.38,15.29,0
136788.5121,550.0,1.0,29.66,6.15,6.03,4.62,22.36,0
98929.34482,1236.85,1.875878575,24.57,8.2,3.67,3.21,17.37,0
182808.4471,615.46,1.285770194,49.67,7.48,3.83,0.05,31.83,1
127334.7909,550.0,1.0,39.89,3.21,0.56,0.29,20.42,1
353948.1172,1528.58,2.118791517,29.4,8.73,5.11,8.84,3.81,0
247148.1142,1073.95,3.209491202,36.18,7.35,6.17,7.08,15.17,0
106924.3224,550.0,1.508814682,19.1,4.45,4.34,9.52,26.79,1
416945.0408,1678.52,1.497909557,34.36,10.0,6.59,6.3,0.51,0
283082.2691,1655.22,1.327135097,48.38,10.0,7.5,5.84,7.99,1
358917.8559,1043.69,3.342722334,24.66,8.77,4.61,0.42,39.77,1
405354.2239,1591.98,3.135391608,10.27,6.87,3.92,5.56,1.69,0
286151.1759,550.0,1.0,2.22,7.48,5.72,6.62,0.45,1
131566.7884,1495.69,2.669487334,19.53,8.03,2.81,5.77,8.32,1
517182.0461,1753.26,2.122880952,16.11,7.05,5.58,9.49,12.36,1
480393.3519,767.32,1.450274148,18.66,8.31,6.21,9.48,14.04,1
513018.4992,1551.81,2.056572628,23.05,8.45,1.87,2.58,11.65,0
515607.6582,1141.41,4.533244889,33.72,7.9,2.95,5.27,12.21,1
176927.042,550.0,1.0,39.64,4.95,4.88,1.63,16.27,1
358663.64,1777.14,1.0,40.2,9.57,6.12,10.0,16.43,0
706219.0713,1604.98,3.553861449,56.09,5.58,3.43,7.49,12.33,0
792894.9964,1968.15,2.768173128,3.32,9.94,7.76,3.58,29.38,0
268209.7012,1110.08,1.662208695,32.27,6.53,3.68,1.5,6.64,1
218544.7836,550.0,1.308161431,47.77,6.04,6.49,3.79,36.89,0
168317.69,620.57,1.0,36.93,4.09,2.99,10.0,50.86,0
267861.9687,550.0,1.473615338,27.77,7.5,4.14,8.95,16.76,0
507060.376,1006.33,2.938682587,35.3,7.41,9.97,8.46,11.91,0
228252.0107,550.0,2.58307821,29.16,8.34,4.37,6.38,1.27,0
417763.8683,901.44,1.085586462,8.35,6.97,3.77,5.5,4.83,0
383041.2467,729.07,3.948901043,42.75,8.01,3.61,7.37,5.29,0
112542.6906,583.35,1.0,52.92,6.21,5.79,7.91,29.88,0
568980.2354,1941.32,1.462922723,36.91,3.9,6.08,3.2,3.74,0
389326.1707,1484.56,1.985704141,8.45,6.69,3.78,6.65,12.25,1
264831.5196,705.09,1.174726728,43.91,6.93,6.24,4.65,19.27,0
270249.3015,820.59,1.0,53.91,7.34,4.87,10.0,19.81,0
136396.0182,992.02,1.0,23.18,4.86,6.05,6.31,18.7,0
503860.9955,550.0,2.283658787,18.8,9.58,6.2,8.11,0.4,0
518778.2562,664.34,3.382167762,22.28,8.01,3.72,9.45,6.3,0
120926.3367,1035.83,2.0681476,29.27,5.19,1.29,1.0,20.19,0
181831.7142,583.5,1.0,67.66,3.71,3.11,6.07,33.41,1
93305.58428,746.61,2.720435151,1.57,4.98,3.41,5.38,13.91,0
343331.3822,1327.58,3.591157149,34.7,8.58,5.71,2.8,23.68,0
146723.0108,843.57,1.312093736,47.61,5.9,6.05,9.84,32.61,0
330790.1596,1385.61,2.781406715,6.28,5.53,2.85,6.9,32.5,1
156967.4791,1107.8,1.328256705,24.96,5.31,4.43,4.93,26.52,0
498276.9679,1407.15,2.583406687,35.0,9.02,6.65,8.73,58.45,0
542380.0601,1619.61,2.977796034,34.42,10.0,9.42,8.44,36.61,0
378672.5579,1965.66,3.273779005,11.21,3.98,5.87,10.0,14.69,1
103964.3977,578.86,2.237802931,9.24,7.78,3.74,3.45,2.57,1
161625.0268,1235.84,1.842031534,1.79,5.65,3.35,0.93,4.31,1
334002.7703,775.73,1.78444509,50.83,7.25,4.57,5.79,6.55,0
305688.4008,1121.99,2.251898766,20.04,7.0,4.52,7.64,20.27,0
387905.4289,1779.8,1.511563193,20.99,8.87,6.94,5.67,17.58,1
167472.0815,1299.69,1.085453162,23.92,6.22,6.81,4.76,24.3,0
298909.3055,1063.19,1.0,6.81,8.73,4.49,5.66,20.55,1
321947.5436,1499.31,1.83259721,15.67,10.0,5.11,6.62,12.31,0
542981.5677,1327.95,3.776251036,10.3,10.0,10.0,10.0,2.22,0
535154.4711,1070.45,3.491750395,19.79,7.48,4.4,8.13,5.05,0
546651.7415,1302.16,3.269085987,23.77,5.46,4.31,5.33,15.91,0
222960.7761,657.08,1.512336617,35.64,5.75,3.69,5.8,32.81,0
357079.6137,978.99,2.751617156,10.14,9.79,8.3,4.19,15.14,1
365333.5173,981.82,1.622687773,66.23,6.5,2.22,6.28,15.22,0
347310.3844,873.22,2.430444246,34.65,7.29,6.4,5.36,8.43,1
327888.4721,550.0,1.814805846,14.85,9.38,7.64,10.0,19.44,0
883958.615,2019.13,4.588271561,60.23,9.34,7.91,10.0,25.37,1
191506.719,700.48,2.016688421,50.52,6.91,4.29,6.17,36.51,0
325744.8575,550.0,3.084377902,10.68,9.68,6.06,4.1,15.04,0
419930.8983,1808.55,2.611942743,25.62,6.61,2.67,8.47,18.78,0
269009.2878,807.11,3.421309922,26.15,9.07,6.44,4.19,0.22,1
419274.0225,1452.3,2.608527841,45.29,6.01,6.36,0.64,12.0,0
106297.8135,550.0,2.396959184,43.09,3.8,1.04,4.99,16.29,0
273234.9181,879.41,2.266629681,19.63,6.9,5.38,3.89,5.37,0
212650.92,1058.49,2.539033669,46.06,7.39,4.29,4.36,8.11,0
265790.3215,808.65,1.0,34.01,6.72,2.73,2.57,10.78,1
518750.5255,1489.94,2.79095813,60.97,9.23,3.98,0.44,26.78,0
384430.795,1171.95,1.858898344,34.49,2.95,2.86,7.26,16.35,0
492276.2695,1628.49,3.44579065,19.42,7.39,6.93,8.75,26.16,0
539096.1489,1551.28,2.563582951,47.68,8.93,6.58,3.67,6.16,0
246079.8052,1231.75,2.720742905,32.8,3.41,6.56,5.19,19.48,0
301378.5948,1115.75,2.317665663,39.5,5.37,4.88,6.98,8.35,1
301380.6057,550.0,1.780297087,27.65,8.65,4.89,8.05,33.71,0
508327.047,1915.77,1.107585888,43.37,8.57,7.71,6.06,7.49,1
295526.5491,1658.09,2.084762896,25.08,7.48,5.64,4.69,10.62,0
371386.4164,684.47,3.076438976,12.23,8.62,5.3,2.98,28.47,0
262908.9842,550.0,2.453349618,27.62,8.7,7.92,6.05,25.87,1
187483.5506,550.0,2.73432654,46.43,6.41,3.84,6.04,12.85,0
286754.0923,671.79,1.273647109,39.49,9.97,5.57,8.52,28.55,0
111636.4294,951.87,1.0,32.25,7.44,4.96,5.54,17.71,0
191821.5281,790.34,1.0,7.03,7.74,4.52,8.58,0.54,0
196597.1681,821.78,1.0,35.37,4.2,4.34,5.22,0.76,1
320930.4065,1379.63,2.02118365,32.89,3.21,1.18,4.0,33.91,0
481706.3547,1823.82,1.596562572,32.58,7.63,8.61,10.0,22.86,0
560996.5578,1788.56,1.884695177,6.45,8.81,7.08,8.0,29.72,1
381219.9857,1638.91,1.47430386,9.47,7.55,4.46,6.61,17.6,0
233257.5243,1418.77,1.0,41.07,7.84,6.61,8.9,16.7,0
499059.3625,1228.57,2.688729148,38.93,4.32,6.88,10.0,15.2,1
356287.0826,1778.38,2.606368133,61.01,8.09,5.26,5.76,27.59,0
228448.203,1328.2,1.973600299,2.56,5.41,6.47,6.56,19.17,1
254961.9937,1090.39,1.44733322,59.36,7.92,4.28,6.18,31.73,1
583770.1028,1794.21,4.268789309,25.36,9.79,6.59,5.88,5.69,0
572351.0022,1262.21,1.706048005,24.68,7.34,3.16,5.94,3.17,1
189805.7933,603.88,3.245691611,49.29,9.83,5.74,3.31,5.71,1
243453.1123,1480.66,2.109096043,51.98,5.96,4.82,5.94,11.0,1
574331.2741,1194.72,4.085573027,31.38,6.65,7.96,3.38,8.36,0
327234.4101,1077.72,3.31303342,2.3,10.0,9.29,5.3,13.99,1
179351.7761,550.0,2.547892487,0.4,5.08,4.68,6.01,0.68,0
136659.4539,550.0,1.0,70.51,4.67,2.45,8.79,28.26,0
622140.9135,1343.68,2.638454574,41.84,5.47,4.09,2.14,36.2,0
519792.0075,1135.54,3.087382205,23.57,10.0,7.46,10.0,10.2,0
192613.5071,550.0,1.502869262,39.72,4.56,5.93,6.95,21.23,1
503886.0701,1543.04,2.653736989,56.85,5.71,8.17,6.3,2.73,0
379823.6921,1173.31,3.362560327,40.64,6.07,3.6,4.89,15.83,0
204157.2991,550.0,1.840081104,34.23,5.08,5.04,5.96,23.02,1
191119.5959,1550.84,1.0,41.67,4.89,6.17,2.95,15.21,1
118272.4447,595.71,3.592022237,35.65,3.59,2.48,7.63,26.09,0
266981.4133,550.0,2.403054434,18.98,5.07,3.47,4.97,28.25,0
498000.8251,1275.98,2.872522775,41.23,6.95,5.72,7.52,21.8,1
474375.6673,550.0,2.874642043,11.48,7.38,8.13,10.0,17.93,0
273656.1229,1453.22,1.553484249,50.55,5.99,5.15,6.25,1.98,0
470067.4985,1755.32,2.403515741,29.83,10.0,6.9,9.87,9.56,0
102367.7436,550.0,1.103585987,40.06,7.08,3.4,8.06,2.06,1
499211.8898,1704.06,2.801518337,32.74,7.75,3.86,4.91,15.83,0
356002.4758,2173.85,3.817769313,9.22,10.0,9.65,8.3,18.03,1
522910.3839,1179.73,1.039557475,42.83,7.77,3.49,8.05,33.76,0
162292.7792,833.03,1.608451202,14.16,8.21,3.77,8.77,7.22,1
284968.1098,1836.82,2.233311528,1.41,7.05,4.79,0.98,41.74,0
274730.4351,947.06,2.379477752,48.67,8.17,6.13,10.0,13.04,1
219396.4462,550.0,2.457996029,14.14,6.58,4.18,10.0,1.83,1
260091.1449,1201.61,2.787567412,37.18,5.19,5.09,8.88,14.17,1
346110.3843,550.0,3.11877006,49.59,10.0,6.84,7.23,29.38,0
139974.2133,574.97,1.494985804,14.94,2.85,1.53,10.0,19.46,0
185140.7666,550.0,1.969038671,36.38,10.0,4.86,2.6,20.66,1
350600.5119,753.82,1.22127088,45.17,5.79,5.56,7.37,12.77,0
289564.8079,879.71,2.670747121,43.92,10.0,5.86,4.93,10.97,0
251560.2403,1251.3,1.960165295,40.33,7.46,4.7,4.81,15.21,1
357035.4249,1201.84,2.861316886,49.9,5.15,7.79,8.87,10.94,1
478614.6645,2229.45,3.008798315,50.44,10.0,8.34,7.11,6.3,0
218691.7563,591.51,1.660748427,19.79,7.46,3.39,0.85,47.14,0
267725.9216,1140.4,3.19354156,39.11,5.44,6.99,5.48,6.69,0
406482.6391,1230.45,2.30162851,69.56,8.38,4.71,6.6,4.14,0
257001.1014,1333.9,2.664107348,47.77,6.25,6.27,4.64,0.8,0
255783.5227,611.44,1.603694175,52.23,5.67,6.58,7.15,12.89,1
377279.207,1372.23,2.375244271,33.14,8.03,9.45,6.49,28.02,0
217365.301,665.95,2.250132936,37.02,6.91,4.33,10.0,17.48,0
173949.9365,1332.33,1.004757946,30.33,5.14,3.27,9.73,3.48,0
450940.4019,845.18,2.860898774,30.0,7.06,7.3,8.66,17.98,0
178030.8073,1007.38,1.0,13.5,7.08,4.8,6.32,20.5,0
746628.1996,1849.91,2.508526501,11.23,9.21,10.0,7.66,12.1,0
566129.1395,906.3,2.814130861,25.07,10.0,6.91,6.59,0.16,0
443389.278,1236.55,1.878664351,41.27,8.96,7.64,6.8,5.26,1
228166.625,795.85,1.0,44.62,5.19,5.76,4.8,21.81,0
148678.0634,871.97,1.0,43.3,8.03,3.95,3.54,14.88,0
182149.6268,550.0,1.012689651,45.88,4.64,3.47,0.47,15.75,0
257960.063,1645.35,2.511600878,7.52,9.15,5.76,7.55,5.29,0
168283.7713,1105.34,1.661614735,60.08,4.79,4.03,4.62,37.72,0
322453.786,813.53,1.509748325,40.22,7.02,5.7,9.16,4.37,0
384186.1217,1740.6,2.780128646,15.37,8.54,8.38,10.0,2.02,0
126288.3214,612.75,1.0,21.8,4.95,1.86,4.62,10.54,0
400168.3896,1027.16,2.300659761,49.78,5.84,5.23,5.67,28.55,0
313587.7653,1629.25,3.936229087,33.97,8.74,7.44,8.98,20.91,0
363913.0036,982.41,3.02268155,12.13,7.52,3.69,9.04,4.05,0
371438.5382,550.0,1.915741684,66.56,5.59,3.8,5.32,22.56,0
361201.223,1159.75,2.722240013,10.65,7.61,4.96,3.63,1.14,0
169656.4261,1070.43,1.0,31.68,5.87,5.2,6.24,27.96,0
159265.5551,1070.92,1.0,17.59,7.28,5.2,7.93,8.75,0
122939.5759,550.0,1.224968394,42.87,5.83,4.33,3.47,26.98,0
518253.3659,1085.41,3.425430312,11.62,9.5,3.9,6.68,38.67,1
272607.5873,1226.32,1.155728763,64.08,8.47,4.36,6.67,17.53,0
159738.251,550.0,2.344320127,39.09,6.84,3.21,5.69,16.57,1
197259.9378,1396.24,1.0,19.94,8.87,6.14,1.06,6.75,0
234473.6827,1475.33,1.950973549,42.45,5.72,6.3,2.63,35.53,0
491275.8051,1116.13,1.787935436,56.28,8.33,3.92,9.98,12.3,0
241167.3799,759.96,4.326870364,19.22,2.38,2.62,4.61,17.47,1
213808.0303,550.0,1.0,27.67,7.98,4.95,8.68,39.64,0
380442.7325,1185.79,2.393803022,28.16,5.6,3.26,6.21,14.13,1
288566.7654,1403.27,1.07740458,8.96,5.9,5.75,6.47,11.59,1
256411.2358,550.0,1.0,60.39,0.62,0.11,6.78,4.33,0
197207.6826,762.42,1.0,26.29,5.95,1.64,9.23,14.63,1
196579.568,550.0,1.55712734,38.5,8.88,4.72,9.41,21.79,0
488512.0736,1255.41,1.728055742,11.32,7.98,7.52,6.95,19.28,0
347978.7027,573.29,3.109063721,63.91,5.53,6.11,8.65,28.0,0
135379.6073,550.0,1.41478699,3.62,6.92,3.07,9.9,17.62,0
426579.6287,641.69,1.695263885,8.62,9.46,3.8,8.83,8.31,0
200664.6325,914.69,1.374287766,56.66,6.89,5.6,6.14,15.57,1
